Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackIsComp,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment
FICS rated standard game,FICS freechess.org,2023.02.28,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2874,Yes,37.2,B10,530376668,39,23:21:00,900+0,0:15:00.000,2780,Yes,34.7,15.571428571428571,-7.461538461538462,5.416666666666667,0.12630769230769234,3.12,3.2526666666666664,[%emt 0.137] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.28,?,Notarious,ArasanX,1-0,0:15:00.000,2786,Yes,34.8,D79,530376382,139,21:25:00,900+0,0:15:00.000,2868,Yes,37.4,30.340425531914892,46.91304347826087,104.08695652173913,2.3139565217391302,3.3528260869565214,0.7533478260869567,[%emt 3.227] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,exeComp,ArasanX,0-1,0:16:00.000,2780,Yes,34.9,A17,530375680,274,17:32:00,960+3,0:16:00.000,2711,Yes,37.9,59.73913043478261,58.18681318681319,-216.55172413793105,3.5527252747252747,0.891087912087912,0.43003296703296706,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,nthmaster,Speyside,1-0,0:15:00.000,2202,Yes,45.1,D27,530375325,169,16:42:00,900+0,0:15:00.000,2135,,40.3,201.56140350877192,500.69642857142856,991.9756097560976,2.761375,1.9955535714285715,0.2775892857142857,[%emt 1.813] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,GriffyJr,family,0-1,0:15:00.000,2019,,48.5,C01,530374794,162,15:34:00,900+0,0:15:00.000,2028,Yes,37.3,7.0,-108.16666666666667,-410.11538461538464,0.6090740740740742,0.589,0.43609433962264155,[%emt 5.239] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,MichaelOgbeide,1/2-1/2,0:15:00.000,2176,,34.0,C00,530374765,82,15:12:00,900+0,0:15:00.000,1970,,28.8,30.035714285714285,34.81481481481482,-39.925925925925924,1.3736666666666666,3.5247777777777776,1.4408148148148148,[%emt 4.033] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.28,?,kristijanZD,ambchss,1-0,0:15:00.000,1854,,72.9,D02,530374725,31,15:18:00,900+5,0:15:00.000,2223,,40.4,32.09090909090909,88.6,234.0,1.5847999999999998,0.46510000000000007,14.485800000000001,[%emt 6.891] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Ismirdochegal,khans,1-0,0:20:00.000,1915,,47.8,A01,530374658,81,14:43:00,1200+15,0:20:00.000,2265,,73.1,-31.214285714285715,-36.77777777777778,7.6923076923076925,6.412814814814816,8.053259259259258,2.9943461538461538,[%emt 9.551] Black forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.20,?,MichaelOgbeide,rodnojo,1-0,0:15:00.000,2029,,28.9,E87,530374586,113,15:04:00,900+0,0:15:00.000,2092,,34.1,102.8157894736842,18.56756756756757,416.7162162162162,1.351918918918919,2.9945135135135135,0.6855,[%emt 1.98] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Ismirdochegal,mcstorytaller,0-1,0:15:00.000,1919,,32.4,A01,530374394,50,14:34:00,900+5,0:15:00.000,2293,,73.8,-1.1764705882352942,51.625,49.2,1.7179375000000001,0.9838125,2.0284999999999997,[%emt 8.258] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,mcstorytaller,Ismirdochegal,0-1,0:15:00.000,2290,,74.4,C46,530374338,94,14:23:00,900+5,0:15:00.000,1921,,32.4,14.1875,-281.51612903225805,-681.6129032258065,0.7672258064516129,1.3895806451612904,0.7127419354838708,[%emt 0.525] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Ismirdochegal,mcstorytaller,1-0,0:15:00.000,1923,,32.5,D00,530374268,105,13:52:00,900+5,0:15:00.000,2286,,75.0,57.22222222222222,197.6,389.75,2.3768571428571432,5.078342857142857,2.186911764705882,[%emt 4.451] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Ismirdochegal,Aromas,1-0,0:15:00.000,1959,,25.9,A22,530374070,101,12:51:00,900+0,0:15:00.000,2278,,75.7,88.82352941176471,34.39393939393939,605.6060606060606,0.7528484848484849,1.976939393939394,1.3666515151515153,[%emt 10.644] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,mcstorytaller,Ismirdochegal,0-1,0:15:00.000,2278,,76.6,B06,530374026,130,13:11:00,900+5,0:15:00.000,1925,,32.5,37.61363636363637,-186.8372093023256,-710.0,1.8181627906976743,3.348674418604652,1.2403023255813954,[%emt 0.778] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,GoldBarMM,pikozrout,1-0,0:16:00.000,2318,Yes,52.3,C63,530373938,77,13:09:00,960+1,0:16:00.000,2963,Yes,64.4,35.46153846153846,90.48,227.7391304347826,1.4022,3.58264,1.1845999999999999,[%emt 2.046] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Aromas,Ismirdochegal,0-1,0:15:00.000,2273,,77.4,B15,530373713,52,12:42:00,900+0,0:15:00.000,1961,,25.9,61.44444444444444,91.52941176470588,-7.0588235294117645,0.512764705882353,1.5582941176470588,1.4700588235294116,[%emt 6.385] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,pikozrout,GoldBarMM,0-1,0:16:00.000,2962,Yes,64.5,D41,530373684,166,12:13:00,960+1,0:16:00.000,2318,Yes,52.3,20.732142857142858,-116.0909090909091,-862.2093023255813,2.914872727272727,2.7227272727272727,1.3895818181818183,[%emt 1.843] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,Slek,kunde,1-0,0:15:00.000,2117,,29.9,C41,530373491,95,11:52:00,900+0,0:15:00.000,2112,,35.2,64.90625,167.80645161290323,206.96428571428572,2.5663870967741937,1.972290322580645,0.9950967741935484,[%emt 5.032] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,GoldBarMM,ulfish,1-0,0:25:00.000,2594,Yes,120.6,B31,530373468,139,11:17:00,1500+4,0:25:00.000,2959,Yes,64.5,83.7872340425532,208.3913043478261,456.2608695652174,3.670695652173913,4.005282608695652,3.026391304347826,[%emt 5.593] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,HappyPawns,Speyside,1-0,0:15:00.000,2203,Yes,45.4,B33,530373424,85,11:44:00,900+1,0:15:00.000,2756,Yes,59.6,40.275862068965516,149.60714285714286,753.1666666666666,1.2505357142857145,4.0540714285714285,3.437464285714285,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,kunde,Slek,0-1,0:15:00.000,2104,,35.4,A46,530373341,54,11:39:00,900+0,0:15:00.000,2125,,30.0,-2.8947368421052633,-281.72222222222223,-582.5882352941177,1.3535,1.8806666666666665,1.2336470588235295,[%emt 8.92] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,HappyPawns,0-1,0:15:00.000,2755,Yes,59.7,E62,530373270,82,11:19:00,900+1,0:15:00.000,2258,Yes,38.6,45.67857142857143,-21.444444444444443,-339.81481481481484,1.3806666666666667,3.4880740740740745,2.999555555555555,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,kamenozrout,0-1,0:15:00.000,2194,Yes,42.4,A00,530373253,7,11:35:00,900+0,0:15:00.000,2103,,56.2,19.0,28.0,4.5,0.0,0.2645,0.255,[%emt 17.823] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.28,?,kamenozrout,BrandyJ,0-1,0:15:00.000,2091,,56.9,B01,530373236,64,11:18:00,900+0,0:15:00.000,2204,Yes,42.7,39.54545454545455,-443.57142857142856,-596.2380952380952,3.1190000000000007,3.3345238095238097,2.0523809523809526,[%emt 7.672] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Slek,blore,1-0,0:15:00.000,1934,,23.8,A00,530373235,65,11:11:00,900+0,0:15:00.000,2100,,35.5,-2.0,-161.42857142857142,-55.4,1.178238095238095,4.026857142857144,1.3944999999999999,[%emt 5.135] Black resigns
FICS unrated standard game,FICS freechess.org,2023.02.28,?,Saili,tiborgbalogh,1-0,0:22:00.000,2205,,118.5,B30,530373182,71,11:16:00,1320+5,0:22:00.000,1853,,72.2,-16.791666666666668,-355.0,304.2282608695652,1.2265217391304348,0.8410434782608697,1.0922391304347827,[%emt 1.853] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,konozrout,0-1,0:15:00.000,2253,Yes,38.7,C00,530373140,94,10:51:00,900+0,0:15:00.000,2096,,57.5,-128.375,68.64516129032258,-21.548387096774192,3.4868064516129027,2.4156129032258065,1.819193548387097,[%emt 6.852] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.28,?,GoldBarMM,pikozrout,1-0,0:45:00.000,2318,Yes,52.4,B81,530373136,75,10:24:00,2700+3,0:45:00.000,2958,Yes,65.0,85.3076923076923,224.36,520.5,1.2503600000000001,13.721680000000001,5.304333333333333,[%emt 3.375] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,steward,Acap,0-1,0:15:00.000,2522,,106.0,D00,530373088,38,11:04:00,900+0,0:15:00.000,1487,,31.8,-28.692307692307693,-283.9166666666667,-754.25,0.51375,0.5403333333333333,1.47,[%emt 4.61] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,HappyPawns,kamenozrout,1-0,0:15:00.000,2205,Yes,43.0,A10,530373063,45,10:48:00,900+1,0:15:00.000,2754,Yes,59.9,43.4375,422.2,856.2857142857143,2.7884,4.475933333333334,2.9449285714285716,[%emt 25.115] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,blore,kunde,0-1,0:15:00.000,2121,,30.1,D11,530373021,114,10:37:00,900+0,0:15:00.000,1936,,23.8,25.512820512820515,-9.236842105263158,-333.43243243243245,2.1702105263157896,1.2458157894736843,0.9551351351351353,[%emt 7.848] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,BrandyJ,1-0,0:15:00.000,2102,,58.2,D20,530372991,91,10:31:00,900+0,0:15:00.000,2248,Yes,38.8,-0.3225806451612903,-484.6,-206.66666666666666,2.9476,2.9427,1.6424333333333332,[%emt 0.64] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,Slek,0-1,0:15:00.000,2095,,35.7,B50,530372881,50,10:25:00,900+0,0:15:00.000,1981,,29.2,9.0,-63.1875,-370.1875,1.029875,4.548187499999999,0.9175312499999999,[%emt 2.343] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,konozrout,0-1,0:15:00.000,2243,Yes,39.0,B30,530372851,80,10:10:00,900+0,0:15:00.000,2108,,58.9,6.444444444444445,32.88461538461539,-352.53846153846155,2.7556923076923074,3.597653846153846,0.913076923076923,[%emt 22.636] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Slek,rodnojo,1-0,0:15:00.000,1987,,29.3,B33,530372815,53,10:20:00,900+0,0:15:00.000,2089,,35.8,39.166666666666664,-5.9411764705882355,638.1764705882354,0.3985294117647059,0.8897058823529411,0.8964117647058824,[%emt 1.404] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,pikozrout,GoldBarMM,0-1,0:45:00.000,2957,Yes,65.1,E11,530372809,74,09:30:00,2700+3,0:45:00.000,2318,Yes,52.4,30.48,-139.41666666666666,-251.47368421052633,4.229791666666667,7.237958333333334,3.4521874999999995,[%emt 9.593] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,Slek,1-0,0:15:00.000,2100,,36.0,B12,530372788,55,10:07:00,900+0,0:15:00.000,1976,,29.4,-3.210526315789474,106.66666666666667,394.55555555555554,0.875388888888889,1.6263333333333334,3.4107222222222218,[%emt 3.642] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,BrandyJ,1-0,0:15:00.000,2115,,59.6,C25,530372731,73,09:51:00,900+0,0:15:00.000,2238,Yes,39.2,41.84,85.0,195.66666666666666,3.2575000000000003,3.027458333333333,1.3839583333333332,[%emt 0.114] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Slek,rodnojo,1-0,0:15:00.000,1982,,29.4,B33,530372714,113,09:55:00,900+0,0:15:00.000,2094,,36.2,34.973684210526315,331.5945945945946,338.3939393939394,0.8141891891891891,1.7506756756756758,0.7258783783783784,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,konozrout,0-1,0:15:00.000,2232,Yes,39.4,B02,530372615,81,09:31:00,900+0,0:15:00.000,2122,,60.4,-49.357142857142854,-360.85185185185185,-555.8846153846154,3.220296296296296,2.8482962962962963,1.9378846153846156,[%emt 12.437] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,GoldBarMM,pikozrout,1-0,0:45:00.000,2318,Yes,52.4,B12,530372506,75,08:29:00,2700+3,0:45:00.000,2956,Yes,65.2,17.0,146.12,482.125,1.6475599999999997,11.49788,5.441833333333334,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Speyside,HappyPawns,0-1,0:15:00.000,2753,Yes,60.0,B30,530372323,86,08:20:00,900+1,0:15:00.000,2204,Yes,45.4,2.413793103448276,-212.53571428571428,-291.8076923076923,3.0138928571428574,3.203464285714286,1.2351428571428569,[%emt 0.28] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,Aromas,nthmaster,0-1,0:15:00.000,2129,,42.1,B01,530372291,60,08:20:00,900+0,0:15:00.000,1952,,26.0,-86.66666666666667,-9.05,-479.6666666666667,0.79695,3.2169499999999998,4.472210526315789,[%emt 3.307] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,pikozrout,GoldBarMM,0-1,0:45:00.000,2955,Yes,65.3,D36,530372268,66,07:38:00,2700+3,0:45:00.000,2318,Yes,52.5,27.304347826086957,-8.272727272727273,-284.9375,0.3983181818181818,10.466272727272727,10.72652380952381,[%emt 0.594] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,SEPry,konozrout,1-0,0:15:00.000,2238,Yes,39.6,B08,530372256,99,08:04:00,900+0,0:15:00.000,2315,,42.1,144.52941176470588,386.72727272727275,590.28125,1.922878787878788,3.0222121212121213,3.221375,[%emt 4.787] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,nthmaster,Speyside,0-1,0:15:00.000,2197,Yes,45.4,C63,530372229,84,07:53:00,900+0,0:15:00.000,2136,,42.3,105.55172413793103,272.82142857142856,87.77777777777777,2.4269999999999996,3.2500714285714283,3.904777777777778,[%emt 1.265] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,leevorotation,kunde,0-1,0:15:00.000,2117,,30.1,C41,530372189,154,07:54:00,900+0,0:15:00.000,1944,,44.8,-11.384615384615385,35.80392156862745,-428.74468085106383,0.7235490196078432,1.1110588235294119,1.0774117647058825,[%emt 2.376] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,SEPry,0-1,0:15:00.000,2308,,42.4,D53,530372144,102,07:35:00,900+0,0:15:00.000,2245,Yes,39.9,49.08571428571429,-65.82352941176471,-461.27272727272725,1.7156470588235295,3.255029411764706,1.7699393939393937,[%emt 9.667] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Speyside,nthmaster,1-0,0:15:00.000,2143,,42.6,B23,530372132,43,07:42:00,900+0,0:15:00.000,2190,Yes,45.8,-6.0,4.214285714285714,96.57142857142857,1.4632857142857143,4.114928571428571,2.4253571428571425,[%emt 12.522] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,kunde,dapuntos,1-0,0:15:00.000,2220,,47.6,D02,530372094,41,07:37:00,900+0,0:15:00.000,2106,,30.2,30.785714285714285,9.307692307692308,189.46153846153845,0.42807692307692313,1.659923076923077,5.396961538461539,[%emt 6.14] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,nthmaster,Speyside,0-1,0:15:00.000,2183,Yes,46.2,B30,530372092,40,07:25:00,900+0,0:15:00.000,2150,,42.9,49.5,67.84615384615384,-107.46153846153847,1.2364615384615383,2.1724615384615387,6.61,[%emt 21.716] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,GoldBarMM,pikozrout,1-0,0:45:00.000,2318,Yes,52.5,B31,530372078,97,06:34:00,2700+3,0:45:00.000,2954,Yes,65.4,23.03030303030303,160.5,579.96875,0.6845,11.30325,3.8647187499999998,[%emt 5.859] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Speyside,nthmaster,1-0,0:15:00.000,2158,,43.3,B23,530372030,43,07:12:00,900+0,0:15:00.000,2175,Yes,46.6,120.06666666666666,251.42857142857142,313.4166666666667,0.8648571428571429,3.3662142857142854,1.9666428571428567,[%emt 19.093] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,nthmaster,Speyside,0-1,0:15:00.000,2167,Yes,47.0,B72,530371972,33,06:59:00,900+0,0:15:00.000,2166,,43.6,44.083333333333336,88.63636363636364,-185.8,0.35127272727272724,2.7060000000000004,4.6618,[%emt 10.019] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,pikozrout,GoldBarMM,0-1,0:45:00.000,2953,Yes,65.4,B22,530371830,92,05:22:00,2700+3,0:45:00.000,2318,Yes,52.6,53.67741935483871,-87.4,-421.1333333333333,3.8884666666666665,9.858100000000002,3.677366666666667,[%emt 13.731] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,exeComp,HANOTODEWAMAUT,1-0,0:15:00.000,1651,,71.7,B07,530371796,41,06:05:00,900+5,0:15:00.000,2711,Yes,37.8,98.5,329.15384615384613,474.2,2.4495384615384617,5.477384615384616,2.1576923076923076,[%emt 0.11] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,SPSPSPSPSP,kunde,0-1,0:15:00.000,2102,,30.3,C62,530371677,102,05:20:00,900+0,0:15:00.000,1904,,50.7,23.857142857142858,-213.91176470588235,-689.0322580645161,1.3211470588235292,2.3204705882352936,1.7247878787878788,[%emt 1.203] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.28,?,kamenozrout,BrandyJ,0-1,0:15:00.000,2108,,61.2,D20,530371676,60,05:25:00,900+0,0:15:00.000,2215,Yes,42.9,-12.047619047619047,-247.7,-367.2105263157895,1.6709999999999998,3.3469500000000005,2.440578947368421,[%emt 10.641] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,pingupenguin,rodnojo,1-0,0:15:00.000,1982,,29.6,B07,530371647,77,05:11:00,900+0,0:15:00.000,2034,,67.3,26.153846153846153,177.08,647.11,1.39168,2.8121200000000006,1.32966,[%emt 7.401] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,kamenozrout,0-1,0:15:00.000,2209,Yes,43.2,E21,530371630,96,04:59:00,900+0,0:15:00.000,2116,,62.1,-121.21212121212122,-228.84375,-225.41935483870967,2.31828125,5.161437500000001,1.3000322580645165,[%emt 8.512] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,pingupenguin,1-0,0:15:00.000,2050,,68.5,B07,530371565,47,04:57:00,900+0,0:15:00.000,1972,,29.7,65.5625,293.2,763.0,0.9096666666666666,3.2881333333333336,1.1493666666666666,[%emt 7.893] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,Alexbourg,scalaQueen,0-1,0:15:00.000,2031,Yes,25.7,C28,530371559,36,04:50:00,900+0,0:15:00.000,1969,,29.0,28.153846153846153,242.91666666666666,417.6363636363636,1.0841666666666667,3.4646666666666666,2.3346363636363634,[%emt 4.002] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.28,?,kamenozrout,BrandyJ,0-1,0:15:00.000,2101,,63.0,C33,530371546,86,04:39:00,900+0,0:15:00.000,2220,Yes,43.5,7.862068965517241,-348.2857142857143,-183.7058823529412,3.2074642857142854,1.4936428571428573,0.9655535714285713,[%emt 3.177] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,Achonk,scalaQueen,1-0,0:15:00.000,2037,Yes,25.8,A00,530371490,93,04:15:00,900+0,0:15:00.000,2110,,39.0,423.6875,677.4193548387096,1762.4285714285713,0.9413870967741935,2.9117419354838705,1.6378000000000006,[%emt 18.133] Black forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,kamenozrout,0-1,0:15:00.000,2214,Yes,43.8,C21,530371485,88,04:17:00,900+0,0:15:00.000,2109,,64.0,-21.866666666666667,90.06896551724138,32.10344827586207,2.0427586206896553,2.547172413793103,2.6661379310344824,[%emt 14.635] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,kamenozrout,BrandyJ,1-0,0:15:00.000,2118,,64.9,B01,530371422,93,03:57:00,900+0,0:15:00.000,2208,Yes,44.1,45.625,166.3548387096774,578.3214285714286,2.5362258064516126,2.0241290322580645,1.2657666666666667,[%emt 0.87] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,kamenozrout,0-1,0:15:00.000,2202,Yes,44.4,C01,530371369,120,03:30:00,900+0,0:15:00.000,2128,,66.0,-35.73170731707317,275.875,-146.15384615384616,2.70545,3.17555,1.465051282051282,[%emt 0.365] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,kunde,rodnojo,1-0,0:15:00.000,1977,,29.8,B21,530371335,95,03:22:00,900+0,0:15:00.000,2097,,30.4,-16.78125,-190.93548387096774,-42.016129032258064,0.6800645161290323,2.9570000000000003,1.4299999999999997,[%emt 5.833] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,kunde,1-0,0:15:00.000,2108,,30.5,C41,530371277,75,03:11:00,900+0,0:15:00.000,1966,,29.9,21.73076923076923,84.32,341.4347826086956,0.3876,0.7488800000000001,1.797125,[%emt 8.546] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,BrandyJ,1-0,0:15:00.000,2137,,67.2,E37,530371267,77,02:59:00,900+0,0:15:00.000,2239,Yes,40.0,3.1153846153846154,-20.8,476.03999999999996,1.3614399999999998,2.66088,1.7227000000000001,[%emt 16.511] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,kunde,rodnojo,1-0,0:15:00.000,1971,,30.0,B21,530371254,117,02:53:00,900+0,0:15:00.000,2103,,30.6,38.85,-122.64102564102564,328.55263157894734,2.0149743589743587,1.7477692307692307,1.0181315789473682,[%emt 9.015] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,konozrout,0-1,0:15:00.000,2233,Yes,40.2,D30,530371227,94,02:34:00,900+0,0:15:00.000,2147,,68.4,9.0625,211.7741935483871,791.6428571428571,3.694645161290323,4.704451612903226,1.3931935483870965,[%emt 0.113] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.28,?,kamenozrout,HappyPawns,0-1,0:15:00.000,2752,Yes,60.1,E04,530371223,70,02:41:00,900+1,0:15:00.000,2203,Yes,44.7,26.541666666666668,-84.78260869565217,-529.4782608695652,0.8134782608695652,3.4969565217391305,3.723260869565217,[%emt 14.554] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,scalaQueen,Alexbourg,1-0,0:15:00.000,1976,,29.1,A44,530371215,27,02:45:00,900+0,0:15:00.000,2030,Yes,25.8,108.4,62.666666666666664,-15.25,0.3201111111111111,1.1847777777777777,2.00325,[%emt 24.004] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.28,?,rodnojo,Achonk,1-0,0:15:00.000,2121,,39.2,B30,530371207,131,02:26:00,900+0,0:15:00.000,1960,,30.1,17.681818181818183,116.51162790697674,347.8709677419355,1.646860465116279,3.28406976744186,1.516279069767442,[%emt 2.096] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,Alexbourg,scalaQueen,0-1,0:15:00.000,2023,Yes,25.8,B20,530371192,58,02:19:00,900+0,0:15:00.000,1983,,29.2,72.85,-310.7894736842105,-472.8421052631579,2.472157894736842,4.988315789473685,2.521947368421053,[%emt 8.34] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.28,?,BrandyJ,kamenozrout,1-0,0:15:00.000,2213,Yes,44.8,B84,530371152,71,02:07:00,900+0,0:15:00.000,2130,,69.7,27.125,179.52173913043478,576.0652173913044,2.0689565217391306,5.085000000000001,0.7186956521739132,[%emt 10.265] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,scalaQueen,Alexbourg,0-1,0:15:00.000,1974,,29.3,C42,530371139,124,01:58:00,900+0,0:15:00.000,2032,Yes,25.9,-7.214285714285714,-146.390243902439,-659.1,1.709,1.7111463414634145,1.9107804878048777,[%emt 1.902] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.28,?,konozrout,BrandyJ,0-1,0:15:00.000,2110,,71.0,D21,530371113,64,01:54:00,900+0,0:15:00.000,2244,Yes,40.4,99.86363636363636,15.380952380952381,-434.14285714285717,2.667142857142857,3.3176666666666668,1.218904761904762,[%emt 6.515] White resigns
FICS rated standard game,FICS freechess.org,2023.02.28,?,sentiger,konozrout,0-1,0:15:00.000,2241,Yes,40.6,B11,530370927,18,00:30:00,900+0,0:15:00.000,1989,,80.8,41.57142857142857,3.8333333333333335,-61.4,0.059000000000000004,0.33716666666666667,3.6682,[%emt 23.929] White resigns
FICS rated standard game,FICS freechess.org,2023.02.27,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2778,Yes,34.5,A33,530370770,283,22:56:00,900+0,0:15:00.000,2870,Yes,37.0,19.673684210526314,0.9893617021276596,-6.73404255319149,1.9999787234042552,0.46015957446808514,0.4847978723404256,[%emt 6.652] Game drawn by the 50 move rule
FICS rated standard game,FICS freechess.org,2023.02.27,?,ArasanX,Notarious,0-1,0:15:00.000,2864,Yes,37.2,D44,530370709,116,22:32:00,900+0,0:15:00.000,2784,Yes,34.6,55.05128205128205,-30.710526315789473,-194.7763157894737,0.13336842105263155,2.7752631578947367,4.434697368421053,[%emt 8.804] White resigns
FICS rated standard game,FICS freechess.org,2023.02.27,?,Speyside,nthmaster,0-1,0:15:00.000,2158,,43.7,B20,530370095,112,19:30:00,900+0,0:15:00.000,2175,Yes,47.2,-28.68421052631579,-413.1621621621622,-743.8,1.8710540540540541,3.4900810810810814,0.7410810810810812,[%emt 2.241] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.27,?,nthmaster,Speyside,0-1,0:15:00.000,2167,Yes,47.6,B30,530369991,97,19:02:00,900+0,0:15:00.000,2166,,44.0,269.24242424242425,452.21875,-86.0625,2.7601250000000004,3.7392499999999997,1.8868437500000002,[%emt 2.963] White resigns
FICS rated standard game,FICS freechess.org,2023.02.27,?,Speyside,nthmaster,1-0,0:15:00.000,2174,,44.3,B20,530369880,147,18:30:00,900+0,0:15:00.000,2159,Yes,48.0,-103.86,-106.40816326530613,-10.727272727272727,2.880938775510204,1.774265306122449,0.6773750000000001,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.27,?,nthmaster,Speyside,0-1,0:15:00.000,2150,Yes,48.5,B45,530369703,88,18:06:00,900+0,0:15:00.000,2183,,44.7,54.833333333333336,-53.724137931034484,-119.47058823529412,1.1865862068965518,3.411724137931034,3.1707586206896545,[%emt 0.1] White resigns
