Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackIsComp,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment
FICS rated standard game,FICS freechess.org,2023.02.22,?,dapuntos,kunde,1-0,0:15:00.000,2072,,30.6,C41,530334279,118,04:29:00,900+0,0:15:00.000,2221,,51.5,-22.625,27.487179487179485,-28.789473684210527,0.6747435897435898,2.7362564102564093,2.4287948717948713,[%emt 4.969] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,Alexbourg,scalaQueen,1/2-1/2,0:15:00.000,1989,Yes,27.1,C23,530334214,64,04:20:00,900+0,0:15:00.000,2027,,30.7,156.0,-26.666666666666668,-124.57142857142857,1.7474285714285713,1.332904761904762,1.3098095238095238,[%emt 4.002] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.22,?,rodnojo,dapuntos,0-1,0:15:00.000,2217,,52.0,C00,530334182,65,04:11:00,900+0,0:15:00.000,2021,,28.9,3.5454545454545454,-17.523809523809526,-611.6666666666666,1.0494285714285714,2.1466666666666665,1.2907619047619048,[%emt 2.877] White resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,scalaQueen,Alexbourg,1/2-1/2,0:15:00.000,2028,,30.8,A44,530334177,117,03:54:00,900+0,0:15:00.000,1988,Yes,27.1,85.35,46.17948717948718,442.2631578947368,2.186871794871795,1.8153333333333335,2.214,[%emt 21.32] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.22,?,dapuntos,rodnojo,1-0,0:15:00.000,2025,,28.9,B32,530334152,43,04:05:00,900+0,0:15:00.000,2213,,52.4,117.86666666666666,496.57142857142856,725.125,1.1517857142857142,1.3687142857142856,1.5012857142857143,[%emt 2.586] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.22,?,rodnojo,dapuntos,1-0,0:15:00.000,2225,,52.8,C00,530334132,49,03:55:00,900+0,0:15:00.000,2013,,29.0,42.411764705882355,117.8125,296.0,0.5765625000000001,1.3477500000000002,3.6308125,[%emt 2.276] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,kunde,leevorotation,0-1,0:15:00.000,2012,,51.0,C42,530334109,96,03:43:00,900+0,0:15:00.000,2082,,30.7,-16.03030303030303,-163.71875,-168.6451612903226,0.9278437500000001,2.1840937499999997,0.5328387096774194,[%emt 1.562] White resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,Alexbourg,scalaQueen,1-0,0:15:00.000,1995,Yes,27.2,C40,530334104,53,03:34:00,900+0,0:15:00.000,2021,,30.9,144.77777777777777,135.58823529411765,361.94117647058823,1.8775882352941178,1.372470588235294,1.045205882352941,[%emt 6.033] Black forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.22,?,Slek,rodnojo,0-1,0:15:00.000,2003,,29.1,A05,530334098,60,03:35:00,900+0,0:15:00.000,2070,,36.5,18.904761904761905,77.55,-313.0,0.9961,3.3086000000000007,4.872157894736842,[%emt 3.421] White resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,scalaQueen,Alexbourg,1/2-1/2,0:15:00.000,2022,,31.0,A44,530334042,127,03:09:00,900+0,0:15:00.000,1994,Yes,27.3,27.348837209302324,-105.19047619047619,-33.404761904761905,2.7231428571428578,1.3812857142857144,1.6000952380952382,[%emt 6.522] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.22,?,Alexbourg,scalaQueen,1-0,0:15:00.000,2002,Yes,27.3,C24,530333972,87,02:50:00,900+0,0:15:00.000,2014,,31.1,24.566666666666666,141.55172413793105,549.4444444444445,2.6310344827586207,4.627862068965517,1.3954285714285715,[%emt 7.64] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.22,?,GriffyJr,kristijanZD,0-1,0:15:00.000,2222,,37.4,C41,530333931,112,02:46:00,900+0,0:15:00.000,2017,Yes,35.1,29.105263157894736,-104.78378378378379,-550.6285714285714,0.5428378378378379,1.0512432432432433,0.3265405405405405,[%emt 1.156] White resigns
FICS rated standard game,FICS freechess.org,2023.02.22,?,GriffySr,Acap,0-1,0:15:00.000,2519,,104.6,D27,530333522,72,00:03:00,900+0,0:15:00.000,2016,Yes,33.6,25.48,-110.875,-550.6521739130435,0.2929583333333333,0.239625,0.2940434782608695,[%emt 4.492] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Acap,kamenozrout,1-0,0:15:00.000,2212,Yes,44.4,B30,530333512,43,23:55:00,900+0,0:15:00.000,2509,,105.6,40.333333333333336,159.64285714285714,306.5,0.29050000000000004,3.1452857142857136,2.035571428571429,[%emt 2.375] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,steward,Acap,0-1,0:15:00.000,2509,,108.2,D00,530333486,54,23:48:00,900+0,0:15:00.000,1542,,29.1,-23.105263157894736,-210.11111111111111,-429.2,0.5120555555555555,0.7336111111111109,1.2101764705882354,[%emt 3.769] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Acap,steward,1-0,0:15:00.000,1542,,29.1,C41,530333469,27,23:45:00,900+0,0:15:00.000,2509,,108.3,62.4,115.88888888888889,473.125,0.3982222222222222,0.3813333333333333,0.476,[%emt 3.757] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,mlaren,damouno,0-1,0:10:00.000,2144,,37.5,B46,530333466,44,23:24:00,600+15,0:10:00.000,1933,,34.1,46.333333333333336,-19.785714285714285,-357.6428571428571,1.8672857142857144,3.580428571428571,20.425535714285715,[%emt 8.167] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.21,?,konozrout,Demicka,1-0,0:15:00.000,1832,,72.4,D37,530332217,22,18:33:00,900+0,0:15:00.000,2235,Yes,40.0,37.875,140.0,430.57142857142856,0.08957142857142857,1.2795714285714284,1.635142857142857,[%emt 0.919] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Achonk,scalaQueen,1-0,0:15:00.000,2001,Yes,27.2,A00,530332157,89,18:09:00,900+0,0:15:00.000,2075,,40.8,349.3666666666667,638.6206896551724,619.8478260869565,1.8202413793103447,1.192793103448276,2.2244655172413794,[%emt 2.875] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,Najma,kamenozrout,0-1,0:15:00.000,2210,Yes,44.4,C44,530331649,60,16:30:00,900+0,0:15:00.000,1852,,26.4,-16.238095238095237,-106.2,-245.47368421052633,2.2902,4.6159,4.766578947368421,[%emt 20.702] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.21,?,kristijanZD,YurijNone,0-1,0:15:00.000,2187,,50.9,A60,530331627,76,16:24:00,900+0,0:15:00.000,2231,,37.3,106.5,96.68,-347.76,1.1042399999999999,3.30036,5.30036,[%emt 13.54] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,ArasanX,exeComp,1-0,0:20:00.000,2747,Yes,36.9,C49,530331583,106,15:57:00,1200+5,0:20:00.000,2788,Yes,33.4,106.41666666666667,194.14285714285714,486.25714285714287,7.452542857142857,4.884542857142857,2.878542857142857,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,YurijNone,blore,0-1,0:15:00.000,2019,,25.1,A00,530331405,116,15:40:00,900+0,0:15:00.000,2199,,51.4,160.94871794871796,320.55263157894734,-605.9276315789474,2.256026315789474,3.285210526315789,1.745486842105263,[%emt 2.038] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,kristijanZD,rodnojo,1-0,0:15:00.000,2007,,28.8,A15,530331366,101,15:36:00,900+0,0:15:00.000,2227,,37.5,-3.3823529411764706,-84.12121212121212,302.01612903225805,2.558969696969697,4.160636363636364,0.9547575757575758,[%emt 3.61] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,family,GriffyJr,1-0,0:15:00.000,2010,Yes,35.3,A46,530331314,83,15:46:00,900+0,0:15:00.000,2011,,48.5,92.10714285714286,333.6296296296296,706.2884615384615,0.6206666666666666,0.3665925925925926,0.3799074074074074,[%emt 5.054] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,rodnojo,kristijanZD,0-1,0:15:00.000,2223,,37.7,C00,530331220,66,15:12:00,900+0,0:15:00.000,2011,,28.8,-3.4347826086956523,-111.45454545454545,-433.04761904761904,1.3550000000000002,3.3387272727272728,1.797857142857143,[%emt 4.985] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2786,Yes,33.5,A28,530331095,100,14:56:00,900+0,0:15:00.000,2870,Yes,34.6,10.735294117647058,12.06060606060606,2.0303030303030303,0.13348484848484846,3.627212121212121,1.7213333333333332,[%emt 0.138] Neither player has mating material
FICS rated standard game,FICS freechess.org,2023.02.21,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2872,Yes,34.7,C25,530330996,104,14:32:00,900+0,0:15:00.000,2784,Yes,33.6,9.428571428571429,-3.7058823529411766,-3.3676470588235294,1.836970588235294,2.8793529411764704,0.719264705882353,[%emt 12.292] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2023.02.21,?,blore,rodnojo,1-0,0:15:00.000,2011,,29.0,E87,530330842,47,14:23:00,900+0,0:15:00.000,2012,,25.2,44.125,61.6,546.1333333333333,1.125,0.9060000000000001,2.0459,[%emt 7.206] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,pikozrout,1-0,0:15:00.000,2324,Yes,50.8,A33,530330776,107,14:03:00,900+0,0:15:00.000,2871,Yes,34.9,32.94444444444444,281.37142857142857,293.5,1.6689428571428568,1.6053142857142861,5.2099142857142855,[%emt 4.644] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,pikozrout,Notarious,0-1,0:15:00.000,2870,Yes,34.9,B13,530330655,140,13:37:00,900+0,0:15:00.000,2325,Yes,50.8,24.70212765957447,-206.7391304347826,-259.24285714285713,1.6199347826086956,2.4115,1.1804673913043477,[%emt 0.69] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Ismirdochegal,Aromas,1-0,0:15:00.000,1981,,25.5,E00,530330600,69,13:42:00,900+0,0:15:00.000,2357,,107.2,103.70833333333333,438.3478260869565,546.5,1.556695652173913,1.1831739130434784,1.491818181818182,[%emt 4.043] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,pikozrout,1-0,0:15:00.000,2326,Yes,50.9,E39,530330453,65,13:18:00,900+0,0:15:00.000,2869,Yes,34.9,25.818181818181817,150.0952380952381,222.08823529411765,1.3730476190476189,3.2500952380952386,1.215,[%emt 0.297] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,pikozrout,Notarious,0-1,0:15:00.000,2868,Yes,34.9,C01,530330313,100,12:46:00,900+0,0:15:00.000,2327,Yes,51.0,15.823529411764707,-94.27272727272727,-547.1515151515151,1.708060606060606,2.9997878787878784,1.7503030303030305,[%emt 3.651] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,agrfor,Ismirdochegal,0-1,0:15:00.000,2355,,109.2,B10,530330230,86,12:30:00,900+0,0:15:00.000,1733,,35.7,30.482758620689655,-208.92857142857142,-526.2321428571429,1.1267142857142858,4.316892857142857,1.6855357142857144,[%emt 1.108] White forfeits on time
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,pikozrout,1-0,0:15:00.000,2328,Yes,51.1,A80,530330178,87,12:23:00,900+0,0:15:00.000,2867,Yes,34.9,79.33333333333333,294.1034482758621,542.1428571428571,2.767965517241379,2.6837241379310344,2.0749285714285715,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Ismirdochegal,agrfor,1-0,0:15:00.000,1734,,35.7,B06,530330101,45,12:20:00,900+0,0:15:00.000,2353,,109.7,90.0,258.6,624.5714285714286,1.009,2.4248666666666665,2.093714285714286,[%emt 4.197] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,ArasanX,1-0,0:15:00.000,2790,Yes,33.7,A07,530330037,87,11:59:00,900+0,0:15:00.000,2861,Yes,35.0,77.13333333333334,183.79310344827587,222.07142857142858,2.771137931034482,2.785413793103448,2.0037857142857143,[%emt 5.073] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,agrfor,Ismirdochegal,0-1,0:15:00.000,2351,,110.3,B20,530330010,70,11:59:00,900+0,0:15:00.000,1735,,35.7,14.75,-226.69565217391303,-582.5555555555555,1.4806086956521742,2.1293478260869567,1.2904347826086957,[%emt 4.126] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,floare,kunde,0-1,0:15:00.000,2075,,30.3,A52,530329939,34,11:53:00,900+0,0:15:00.000,2011,,41.1,44.166666666666664,30.181818181818183,-137.72727272727272,0.33754545454545465,3.4259090909090903,4.132545454545454,[%emt 28.166] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,dapuntos,Ismirdochegal,1-0,0:15:00.000,2403,,110.9,B22,530329916,49,11:50:00,900+0,0:15:00.000,2213,,53.0,23.352941176470587,75.1875,365.0,1.7364375,1.6291875,2.3851875,[%emt 9.282] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,1-0,0:15:00.000,2009,Yes,27.0,B20,530329899,101,11:31:00,900+0,0:15:00.000,2006,,30.8,193.64705882352942,113.0,326.3875,1.9567878787878787,2.7665757575757577,0.8818939393939395,[%emt 2.006] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,floare,blore,0-1,0:15:00.000,2004,,25.2,B02,530329858,84,11:26:00,900+0,0:15:00.000,2019,,41.4,78.34482758620689,-2.892857142857143,171.12962962962962,4.46525,1.6457499999999998,1.978888888888889,[%emt 5.716] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,pikozrout,Notarious,0-1,0:15:00.000,2860,Yes,35.1,C11,530329766,76,11:19:00,900+0,0:15:00.000,2329,Yes,51.1,19.153846153846153,-146.16,-467.95238095238096,1.1006799999999999,3.1721599999999994,3.38692,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,scalaQueen,Alexbourg,1-0,0:15:00.000,2014,,30.9,C33,530329753,69,11:13:00,900+0,0:15:00.000,2001,Yes,27.1,111.45833333333333,181.2173913043478,551.05,1.9728260869565217,3.5041739130434784,1.8364545454545458,[%emt 2.002] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,HappyPawns,IFDThor,1-0,0:15:00.000,2309,Yes,49.9,D24,530329708,49,11:14:00,900+1,0:15:00.000,2742,Yes,58.7,22.764705882352942,293.3125,601.125,0.1268125,2.7118124999999997,2.8090625,[%emt 22.323] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,konozrout,HappyPawns,0-1,0:15:00.000,2741,Yes,58.9,A29,530329652,144,10:43:00,900+1,0:15:00.000,2236,Yes,39.9,20.428571428571427,-231.54166666666666,-750.0,2.6018541666666666,2.3206458333333333,2.4468723404255317,[%emt 2.559] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,0-1,0:15:00.000,1992,Yes,27.2,C26,530329651,72,10:55:00,900+0,0:15:00.000,2023,,31.0,78.2,-226.25,-721.304347826087,1.0204583333333332,1.7535416666666668,2.448826086956522,[%emt 48.559] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,disposable,exeComp,0-1,0:15:00.000,2747,Yes,36.9,A00,530329648,44,10:58:00,900+5,0:15:00.000,1396,,46.7,-316.1333333333333,-686.7142857142857,-427.85714285714283,2.198142857142857,2.518857142857143,4.023928571428572,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,Notarious,pikozrout,1-0,0:15:00.000,2330,Yes,51.2,A04,530329643,55,10:59:00,900+0,0:15:00.000,2859,Yes,35.1,34.26315789473684,481.8333333333333,609.8888888888889,1.5827222222222221,3.113555555555555,2.108,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,kunde,blore,1/2-1/2,0:15:00.000,2002,,25.3,A38,530329622,71,11:00:00,900+0,0:15:00.000,2077,,30.4,1.2083333333333333,27.391304347826086,4.065217391304348,0.41643478260869565,1.347217391304348,3.9312173913043478,[%emt 16.624] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.21,?,blore,kunde,0-1,0:15:00.000,2070,,30.5,D11,530329578,36,10:53:00,900+0,0:15:00.000,2009,,25.3,45.0,204.33333333333334,-17.818181818181817,0.7252500000000001,1.689416666666667,2.3712727272727276,[%emt 10.018] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,pikozrout,Notarious,0-1,0:15:00.000,2858,Yes,35.1,C28,530329563,74,10:45:00,900+0,0:15:00.000,2331,Yes,51.3,-23.56,-316.6666666666667,-657.3541666666667,2.3124583333333333,2.524,0.8525625,[%emt 1.035] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,scalaQueen,Alexbourg,0-1,0:15:00.000,2015,,31.1,C22,530329540,134,10:26:00,900+0,0:15:00.000,2000,Yes,27.2,-123.88888888888889,-375.8863636363636,-521.9310344827586,2.001454545454546,1.80225,1.1023181818181818,[%emt 2.228] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,kunde,blore,1/2-1/2,0:15:00.000,2008,,25.4,C47,530329531,114,10:39:00,900+0,0:15:00.000,2071,,30.6,9.948717948717949,-11.157894736842104,142.8108108108108,0.7733947368421054,1.7889736842105262,1.3225405405405406,[%emt 6.421] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.21,?,nthmaster,Speyside,1-0,0:15:00.000,2155,Yes,50.5,D02,530329471,101,10:09:00,900+5,0:15:00.000,2165,,48.0,86.67647058823529,426.06060606060606,425.4107142857143,2.7341818181818183,3.4280000000000004,1.1438939393939394,[%emt 1.545] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,blore,kunde,1/2-1/2,0:15:00.000,2072,,30.7,D06,530329452,80,10:29:00,900+0,0:15:00.000,2007,,25.5,99.0,18.807692307692307,9.23076923076923,0.9048461538461537,1.3902307692307692,0.6737692307692308,[%emt 10.092] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.21,?,GoldBarMM,pikozrout,1-0,0:25:00.000,2331,Yes,51.4,B02,530329396,75,09:51:00,1500+4,0:25:00.000,2956,Yes,66.2,38.5,212.28,525.625,3.2906,4.4258,4.680916666666666,[%emt 39.613] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,kunde,blore,0-1,0:15:00.000,1997,,25.5,C47,530329386,70,10:19:00,900+0,0:15:00.000,2082,,30.8,27.791666666666668,53.21739130434783,-69.52173913043478,0.8990434782608696,1.7225652173913044,2.601304347826087,[%emt 2.977] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,1-0,0:15:00.000,2008,Yes,27.3,B20,530329366,113,09:58:00,900+0,0:15:00.000,2007,,31.2,92.02631578947368,388.4054054054054,543.7142857142857,1.994864864864865,2.3862972972972973,1.0267297297297295,[%emt 5.488] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,melun,rodnojo,1-0,0:15:00.000,2018,,29.0,B24,530329059,85,09:13:00,900+0,0:15:00.000,2043,,71.4,-8.448275862068966,120.0,74.32142857142857,0.5826071428571428,1.5254999999999996,3.239357142857144,[%emt 3.827] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.21,?,dapuntos,MichailovA,1-0,0:15:00.000,2055,,50.2,C50,530329015,37,09:10:00,900+10,0:15:00.000,2208,,53.4,20.46153846153846,-0.08333333333333333,74.08333333333333,0.2913333333333333,2.29825,4.680583333333334,[%emt 2.344] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,MichailovA,dapuntos,0-1,0:15:00.000,2203,,53.9,D35,530328963,46,08:57:00,900+10,0:15:00.000,2060,,50.6,33.9375,-19.533333333333335,-149.3846153846154,0.6936000000000001,2.7398,2.2092,[%emt 16.571] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,GoldBarMM,pikozrout,1-0,0:25:00.000,2331,Yes,51.4,B01,530328951,79,08:31:00,1500+4,0:25:00.000,2955,Yes,66.4,49.22222222222222,267.34615384615387,610.1923076923077,4.877192307692308,4.853615384615384,4.447692307692307,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,MichaelOgbeide,Achonk,0-1,0:15:00.000,2062,,41.1,D10,530328734,70,07:57:00,900+0,0:15:00.000,2095,,35.6,165.45833333333334,-28.434782608695652,-416.8695652173913,1.4571304347826086,2.4797391304347824,3.1297826086956517,[%emt 2.388] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,scalaQueen,Achonk,0-1,0:15:00.000,2054,,41.4,B32,530328496,164,06:49:00,900+0,0:15:00.000,2043,Yes,27.3,18.98181818181818,154.53703703703704,-212.5174418604651,0.954462962962963,1.5024074074074074,0.3396388888888889,[%emt 1.084] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,blore,Slek,1-0,0:15:00.000,2104,,36.5,B00,530328480,79,06:48:00,900+0,0:15:00.000,1987,,25.6,80.11111111111111,-83.38461538461539,-31.045454545454547,0.6850384615384615,2.5443076923076924,3.3749615384615383,[%emt 3.711] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,HappyPawns,konozrout,1-0,0:15:00.000,2237,Yes,39.8,B19,530328337,63,06:22:00,900+1,0:15:00.000,2740,Yes,59.0,24.5,314.8095238095238,725.3333333333334,0.640095238095238,2.6824761904761907,1.278,[%emt 2.989] Black checkmated
FICS unrated standard game,FICS freechess.org,2023.02.21,?,tiborgbalogh,TERTULIANUM,0-1,0:22:00.000,1805,,96.4,B00,530328261,58,06:09:00,1320+5,0:22:00.000,2205,,118.5,40.65,-125.47368421052632,-299.88235294117646,0.4812105263157894,1.3710526315789473,1.3057368421052633,[%emt 3.186] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,0-1,0:15:00.000,2036,Yes,27.3,C23,530327907,68,04:09:00,900+0,0:15:00.000,2014,,31.2,157.7826086956522,325.04545454545456,57.0,1.0963636363636367,2.2601818181818185,1.8092045454545453,[%emt 2.001] White forfeits on time
FICS unrated standard game,FICS freechess.org,2023.02.21,?,tiborgbalogh,JavaKnight,1-0,0:22:00.000,1894,,75.6,B00,530327862,1,04:12:00,1320+5,0:22:00.000,2205,,118.5,27.0,0.0,0.0,,0.0,0.0,[%emt 0.0] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.21,?,scalaQueen,Alexbourg,0-1,0:15:00.000,2005,,31.3,A44,530327847,136,03:47:00,900+0,0:15:00.000,2045,Yes,27.4,-325.32608695652175,-561.7333333333333,-785.3142857142857,2.0012,0.8245777777777779,1.2865777777777776,[%emt 1.092] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,1-0,0:15:00.000,2054,Yes,27.5,C26,530327784,123,03:19:00,900+0,0:15:00.000,1996,,31.4,311.9761904761905,468.609756097561,1092.2,3.006731707317073,2.240317073170732,1.437,[%emt 2.042] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.21,?,konozrout,HappyPawns,0-1,0:15:00.000,2739,Yes,59.1,B25,530327736,116,03:02:00,900+1,0:15:00.000,2238,Yes,39.8,17.41025641025641,78.78947368421052,-469.52631578947364,2.5498421052631572,4.287868421052631,1.161078947368421,[%emt 10.209] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,scalaQueen,Alexbourg,1-0,0:15:00.000,2003,,31.5,C42,530327704,49,03:07:00,900+0,0:15:00.000,2047,Yes,27.5,16.41176470588235,305.5,434.75,1.351875,3.6275625,2.773625,[%emt 5.184] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,Alexbourg,scalaQueen,0-1,0:15:00.000,2040,Yes,27.6,B20,530327673,62,02:49:00,900+0,0:15:00.000,2010,,31.7,9.952380952380953,11.35,-23.676470588235293,1.4901000000000002,1.4906000000000001,4.987400000000001,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,kamenozrout,HappyPawns,0-1,0:15:00.000,2738,Yes,59.3,C16,530327652,84,02:37:00,900+1,0:15:00.000,2210,Yes,44.2,43.48275862068966,-125.14285714285714,-640.5555555555555,1.9232857142857143,4.308142857142856,3.456592592592593,[%emt 10.405] White resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,SEPry,konozrout,1-0,0:15:00.000,2245,Yes,39.8,C22,530327617,107,02:24:00,900+0,0:15:00.000,2286,,41.6,112.83333333333333,289.9428571428571,745.5857142857143,3.0792,2.7540000000000004,3.3987000000000003,[%emt 2.522] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.21,?,HappyPawns,IFDThor,1-0,0:15:00.000,2310,Yes,49.8,E71,530327580,71,02:24:00,900+1,0:15:00.000,2736,Yes,59.4,31.25,-63.69565217391305,706.3478260869565,1.0230434782608697,2.834173913043478,1.5999347826086956,[%emt 15.103] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.20,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2860,Yes,34.9,E08,530327214,131,23:35:00,900+0,0:15:00.000,2788,Yes,33.5,15.340909090909092,0.7441860465116279,-4.790697674418604,1.7239999999999998,2.2799767441860466,0.7581162790697674,[%emt 2.549] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2023.02.20,?,Achonk,scalaQueen,1-0,0:15:00.000,2039,Yes,27.5,A00,530325867,73,17:39:00,900+0,0:15:00.000,2046,,41.4,295.52,567.9166666666666,0.0,1.2637916666666669,1.9521666666666668,0.7012083333333333,[%emt 5.217] Black checkmated
FICS rated standard game,FICS freechess.org,2023.02.20,?,exeComp,STBASILEXTIAN,1-0,0:15:00.000,1615,,59.1,D00,530325668,48,17:02:00,900+5,0:15:00.000,2747,Yes,36.4,96.0,473.8125,815.5333333333333,2.2218125,3.7743124999999997,3.9397333333333324,[%emt 22.862] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.20,?,blore,rodnojo,1-0,0:15:00.000,2020,,28.6,E80,530325372,143,16:01:00,900+0,0:15:00.000,1989,,25.4,-103.25,-268.8723404255319,198.90131578947367,1.4361489361702129,1.2740212765957448,1.8127978723404257,[%emt 1.71] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.20,?,anwaltczn,Acap,0-1,0:15:00.000,2509,,108.1,E14,530325234,34,15:55:00,900+0,0:15:00.000,1534,,52.5,13.083333333333334,-48.18181818181818,-394.1818181818182,1.3549090909090908,0.9675454545454546,6.533181818181817,[%emt 12.537] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2023.02.20,?,SRCorney,floare,1-0,0:15:00.000,2028,,41.2,C47,530325229,57,15:49:00,900+0,0:15:00.000,1995,,32.5,33.85,106.52631578947368,327.05555555555554,0.5890000000000001,1.8502105263157897,2.7918333333333334,[%emt 13.118] Black resigns
FICS rated standard game,FICS freechess.org,2023.02.20,?,rodnojo,SRCorney,0-1,0:15:00.000,1986,,32.6,B40,530325112,90,15:21:00,900+0,0:15:00.000,2029,,28.7,15.580645161290322,45.13333333333333,1.7826086956521738,1.3105333333333335,2.669333333333334,2.6213103448275867,[%emt 6.049] White checkmated
FICS rated standard game,FICS freechess.org,2023.02.20,?,GriffyJr,family,0-1,0:15:00.000,2002,,48.5,C01,530325020,144,15:27:00,900+0,0:15:00.000,2053,Yes,35.3,-36.51020408163265,-175.4375,-516.063829787234,0.5322916666666667,0.3746458333333333,0.441468085106383,[%emt 7.335] White resigns
