Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackIsComp,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment
FICS rated standard game,FICS freechess.org,2022.03.31,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2771,Yes,0.0,B90,511135128,170,23:11:00,900+0,0:15:00.000,2830,Yes,0.0,29.57894736842105,10.214285714285714,-1.2589285714285714,2.032142857142857,1.9600535714285716,0.6707857142857143,[%emt 0.156] Neither player has mating material
FICS rated standard game,FICS freechess.org,2022.03.31,?,loomba,jaromsal,0-1,0:15:00.000,2089,,0.0,A43,511134706,80,22:20:00,900+0,0:15:00.000,1933,,0.0,19.22222222222222,219.80769230769232,-290.36538461538464,0.5092307692307692,0.8067692307692307,5.5344999999999995,[%emt 10.042] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,jaromsal,loomba,0-1,0:15:00.000,1921,,0.0,A00,511134650,20,22:19:00,900+0,0:15:00.000,2101,,0.0,-23.714285714285715,-32.166666666666664,-317.0,0.38200000000000006,0.6241666666666666,0.3803333333333333,[%emt 2.903] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,loomba,jaromsal,1/2-1/2,0:15:00.000,2105,,0.0,A43,511134642,136,22:07:00,900+0,0:15:00.000,1917,,0.0,41.19565217391305,-31.533333333333335,30.91111111111111,0.7946,1.2553111111111108,1.2448000000000001,[%emt 1.45] Neither player has mating material
FICS rated standard game,FICS freechess.org,2022.03.31,?,Carsidi,exeComp,0-1,0:15:00.000,2754,Yes,0.0,B21,511134494,18,21:47:00,900+5,0:15:00.000,1766,,0.0,-10.285714285714286,-26.666666666666668,-152.2,0.08033333333333333,0.25566666666666665,1.4126,[%emt 50.009] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,AnishaBCA,exeComp,0-1,0:15:00.000,2752,Yes,0.0,B20,511134162,2,21:02:00,900+5,0:15:00.000,2376,,0.0,39.5,0.0,0.0,0.0,0.0,0.0,[%emt 0.0] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.31,?,exeComp,AnishaBCA,1-0,0:15:00.000,2387,,0.0,B32,511134156,13,21:00:00,900+5,0:15:00.000,2750,Yes,0.0,29.6,69.25,314.5,1.45875,2.19075,1.80375,[%emt 16.165] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,AnishaBCA,exeComp,0-1,0:15:00.000,2748,Yes,0.0,A57,511134134,53,20:37:00,900+5,0:15:00.000,2400,,0.0,35.27777777777778,-29.529411764705884,-451.0,0.20876470588235294,4.070882352941176,7.643000000000001,[%emt 30.87] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2831,Yes,0.0,D31,511134080,36,20:45:00,900+0,0:15:00.000,2770,Yes,0.0,27.384615384615383,38.416666666666664,28.454545454545453,0.11975000000000002,2.3251666666666666,2.908818181818182,[%emt 0.1] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.31,?,dmgrant,jaromsal,1-0,0:15:00.000,2113,,0.0,A43,511134002,55,20:37:00,900+0,0:15:00.000,2106,,0.0,90.6842105263158,360.55555555555554,746.3333333333334,0.5442777777777779,1.0367777777777778,1.724888888888889,[%emt 5.07] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,exeComp,AnishaBCA,1-0,0:15:00.000,2415,,0.0,B57,511133970,35,20:27:00,900+5,0:15:00.000,2746,Yes,0.0,40.25,266.09090909090907,236.1,0.24381818181818185,3.0416363636363637,2.1919999999999997,[%emt 1.621] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,entrenamiento,damouno,0-1,0:15:00.000,2213,,0.0,C00,511133896,46,20:21:00,900+0,0:15:00.000,1848,,0.0,22.6875,-254.2,-501.38461538461536,1.2777999999999998,0.8873333333333334,1.4762,[%emt 1.89] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,chessloon,Aromas,1-0,0:15:00.000,1955,,0.0,B21,511133836,35,20:11:00,900+0,0:15:00.000,2311,,0.0,20.916666666666668,84.63636363636364,516.9545454545455,0.4433636363636364,3.977363636363637,1.6261363636363635,[%emt 30.849] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,Aromas,chessloon,0-1,0:15:00.000,2308,,0.0,A85,511133748,44,19:58:00,900+0,0:15:00.000,1957,,0.0,33.733333333333334,-49.357142857142854,-399.17857142857144,1.2360000000000002,2.0560714285714288,2.5161785714285716,[%emt 23.175] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,KnightMeKing,jaromsal,1-0,0:15:00.000,2123,,0.0,A02,511133214,103,19:00:00,900+0,0:15:00.000,2006,,0.0,24.457142857142856,226.2058823529412,-35.06666666666667,0.5072058823529411,2.289441176470588,1.9394705882352943,[%emt 2.158] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,Hutnik,ucolibri,1-0,0:15:00.000,1602,,0.0,B30,511132942,45,18:32:00,900+5,0:15:00.000,2742,Yes,0.0,72.0625,468.6666666666667,967.0,1.4448666666666665,8.096066666666665,3.265214285714286,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,ucolibri,Hutnik,0-1,0:15:00.000,2742,Yes,0.0,D02,511132762,42,18:13:00,900+5,0:15:00.000,1602,,0.0,-90.46666666666667,-470.2857142857143,-718.2222222222222,1.7993571428571429,4.278,2.9787692307692306,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,Hutnik,ucolibri,1-0,0:15:00.000,1602,,0.0,B30,511132566,33,18:01:00,900+5,0:15:00.000,2742,Yes,0.0,59.166666666666664,236.72727272727272,555.5,0.19654545454545455,2.74,3.1278999999999995,[%emt 86.702] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,Aromas,ChessSuprime,0-1,0:15:00.000,2121,,0.0,C00,511132414,74,17:40:00,900+0,0:15:00.000,1962,,0.0,174.2,323.125,44.473684210526315,1.6095416666666666,3.2674583333333334,3.1091458333333333,[%emt 34.901] White checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,ChessSuprime,Aromas,1-0,0:15:00.000,1967,,0.0,B20,511132052,87,17:10:00,900+0,0:15:00.000,2115,,0.0,-9.833333333333334,107.20689655172414,399.8636363636364,2.050758620689655,2.798827586206896,1.9349999999999998,[%emt 6.408] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,ChessSuprime,aleshakkk,1/2-1/2,0:15:00.000,1964,,0.0,C41,511130870,103,15:43:00,900+0,0:15:00.000,2130,,0.0,15.885714285714286,-95.5,0.14705882352941177,1.387,5.560852941176471,0.9399411764705882,[%emt 1.538] Black ran out of time and White has no material to mate
FICS rated standard game,FICS freechess.org,2022.03.31,?,Atilachess,Hutnik,0-1,0:15:00.000,2742,Yes,0.0,C45,511130814,66,15:45:00,900+5,0:15:00.000,1570,,0.0,-2.869565217391304,-420.1363636363636,-873.1538461538462,0.7973181818181817,4.706045454545454,2.9934285714285713,[%emt 1.017] White checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,family,SRCorney,1-0,0:15:00.000,1958,,0.0,A49,511130732,45,15:51:00,900+2,0:15:00.000,2097,,0.0,30.375,81.13333333333334,480.07142857142856,0.7911333333333332,1.7238666666666664,1.4651428571428575,[%emt 4.201] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,exeComp,Ghnabizade,1-0,0:15:00.000,1522,,0.0,A56,511130488,35,15:28:00,900+5,0:15:00.000,2746,Yes,0.0,85.66666666666667,150.54545454545453,335.5454545454545,1.2580909090909091,3.7204545454545452,4.860863636363637,[%emt 16.766] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.31,?,foggydew,family,1-0,0:15:00.000,2103,,0.0,C00,511130484,75,15:27:00,900+0,0:15:00.000,2195,Yes,0.0,32.34615384615385,119.16,488.35714285714283,2.0446,4.00452,2.0262083333333334,[%emt 1.336] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,Aromas,ChessSuprime,1-0,0:15:00.000,2147,,0.0,D06,511130298,79,15:16:00,900+0,0:15:00.000,1955,,0.0,103.51851851851852,508.2692307692308,435.3076923076923,1.3296538461538463,1.8892692307692305,1.2113076923076922,[%emt 4.262] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,family,GriffyJr,1-0,0:15:00.000,2125,Yes,0.0,D02,511130116,127,15:09:00,900+0,0:15:00.000,2094,,0.0,-46.51162790697674,-5.309523809523809,185.92857142857142,0.9285714285714286,0.6985714285714285,0.3418333333333334,[%emt 4.399] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,Aromas,SergeZ,0-1,0:15:00.000,2290,,0.0,B21,511129422,60,14:25:00,900+0,0:15:00.000,1950,,0.0,-37.476190476190474,-149.1,-317.5263157894737,0.5236,2.0081999999999995,0.8254736842105264,[%emt 1.204] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2769,Yes,0.0,B33,511129250,94,13:57:00,900+0,0:15:00.000,2832,Yes,0.0,32.1875,2.6774193548387095,4.516129032258065,1.968161290322581,3.4756129032258065,2.027258064516129,[%emt 7.559] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.31,?,sentiger,GriffyJr,1-0,0:15:00.000,2133,Yes,0.0,C70,511127502,55,12:13:00,900+0,0:15:00.000,2112,,0.0,14.947368421052632,193.55555555555554,600.3888888888889,0.3383333333333334,1.0388333333333335,0.30638888888888893,[%emt 3.519] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,sentiger,GriffySr,0-1,0:15:00.000,2093,Yes,0.0,B49,511127364,40,12:04:00,900+0,0:15:00.000,2121,,0.0,49.142857142857146,-92.0,-340.38461538461536,0.32446153846153847,0.2540769230769231,1.0150000000000001,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffySr,sentiger,0-1,0:15:00.000,2113,,0.0,B10,511127336,74,12:00:00,900+0,0:15:00.000,2101,Yes,0.0,-12.68,-387.5,-608.3541666666667,0.5827083333333333,0.35704166666666665,0.44866666666666666,[%emt 10.448] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,sentiger,GriffySr,1-0,0:15:00.000,2109,Yes,0.0,B83,511127280,31,11:57:00,900+0,0:15:00.000,2105,,0.0,42.90909090909091,34.3,498.1,0.2887,0.303,1.4109999999999998,[%emt 15.43] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffySr,sentiger,1-0,0:15:00.000,2113,,0.0,B10,511127232,23,11:55:00,900+0,0:15:00.000,2101,Yes,0.0,22.375,24.142857142857142,172.14285714285714,0.326,0.3394285714285714,1.5676428571428571,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,sentiger,GriffySr,0-1,0:15:00.000,2092,Yes,0.0,B87,511127178,52,11:52:00,900+0,0:15:00.000,2122,,0.0,38.55555555555556,88.3529411764706,-151.23529411764707,0.2968235294117647,0.795529411764706,0.6388823529411765,[%emt 0.197] White resigns
FICS unrated standard game,FICS freechess.org,2022.03.31,?,Boia,Shatrengbaba,0-1,0:30:00.000,1937,,0.0,B07,511126756,120,11:04:00,1800+0,0:30:00.000,2074,,0.0,207.6829268292683,374.3,-508.55882352941177,2.5043,2.4462249999999996,1.7838205128205133,[%emt 8.739] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffySr,Floerkeli,0-1,0:15:00.000,2007,,0.0,C11,511125252,98,09:28:00,900+0,0:15:00.000,2102,Yes,0.0,69.9090909090909,-442.53125,-594.203125,0.8297187500000001,2.3343125,0.233125,[%emt 3.484] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffyJr,nikst,1-0,0:15:00.000,2037,,0.0,C11,511125168,81,09:28:00,900+0,0:15:00.000,2127,Yes,0.0,-32.07142857142857,-119.96296296296296,-65.54166666666667,0.196037037037037,0.9300370370370369,0.6022692307692308,[%emt 0.175] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,nikst,GriffyJr,1-0,0:15:00.000,2137,Yes,0.0,A45,511125122,85,09:25:00,900+0,0:15:00.000,2027,,0.0,56.827586206896555,445.5,518.75,0.27578571428571425,0.3777142857142857,0.37932142857142864,[%emt 5.25] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffyJr,nikst,1-0,0:15:00.000,2033,,0.0,C02,511125096,65,09:21:00,900+0,0:15:00.000,2131,Yes,0.0,39.27272727272727,-78.76190476190476,-32.19047619047619,0.2657619047619047,1.4028571428571428,5.089428571428572,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,nikst,GriffyJr,1-0,0:15:00.000,2142,Yes,0.0,A45,511125028,83,09:18:00,900+0,0:15:00.000,2022,,0.0,44.5,436.85185185185185,618.1666666666667,0.30066666666666664,0.2814444444444444,0.31872222222222224,[%emt 8.383] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,nikst,GriffyJr,0-1,0:15:00.000,2136,Yes,0.0,A45,511124584,80,08:27:00,900+0,0:15:00.000,2028,,0.0,23.185185185185187,429.46153846153845,528.7692307692307,0.2754615384615385,0.2867692307692308,3.5899423076923074,[%emt 0.1] White forfeits on time
FICS rated standard game,FICS freechess.org,2022.03.31,?,GriffyJr,nikst,0-1,0:15:00.000,2017,,0.0,A13,511124420,72,08:22:00,900+0,0:15:00.000,2147,Yes,0.0,-52.64,-167.33333333333334,-483.1764705882353,0.688125,0.6564583333333334,0.6106956521739131,[%emt 2.058] White resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,nikst,GriffyJr,1-0,0:15:00.000,2158,Yes,0.0,A45,511124370,91,08:19:00,900+0,0:15:00.000,2006,,0.0,82.87096774193549,440.23333333333335,549.9,0.30356666666666665,0.9258333333333332,0.7234333333333335,[%emt 3.529] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,SRCorney,pingupenguin,1/2-1/2,0:15:00.000,2074,,0.0,B20,511124320,9,08:14:00,900+0,0:15:00.000,1947,,0.0,22.0,-51.666666666666664,-150.5,0.15666666666666665,0.5573333333333333,0.166,[%emt 69.431] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.31,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2833,Yes,0.0,A29,511124164,92,07:40:00,900+0,0:15:00.000,2768,Yes,0.0,16.70967741935484,3.3333333333333335,-2.0166666666666666,1.3959333333333332,3.021966666666666,1.6958499999999996,[%emt 89.268] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.31,?,claudiomkd,foggydew,1-0,0:15:00.000,2189,Yes,0.0,D10,511123976,49,07:31:00,900+0,0:15:00.000,2223,,0.0,36.05882352941177,137.5625,343.57142857142856,1.5875625,2.4595000000000002,2.74325,[%emt 12.971] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2766,Yes,0.0,B90,511123958,100,07:18:00,900+0,0:15:00.000,2835,Yes,0.0,30.88235294117647,55.27272727272727,0.0,1.5382121212121211,2.935818181818182,2.357121212121212,[%emt 0.167] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.31,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2837,Yes,0.0,D43,511123726,201,06:46:00,900+0,0:15:00.000,2764,Yes,0.0,-2.985294117647059,-1.3432835820895523,1.0757575757575757,2.446537313432836,1.0488955223880598,0.5264848484848484,[%emt 1.743] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.31,?,UNcunetto,exeComp,0-1,0:15:00.000,2746,Yes,0.0,B20,511123334,42,06:10:00,900+5,0:15:00.000,1614,,0.0,-64.2,-394.14285714285717,-790.4285714285714,3.737142857142857,4.6465000000000005,4.630923076923077,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,Notarious,ArasanX,1-0,0:15:00.000,2771,Yes,0.0,C65,511123324,119,06:00:00,900+0,0:15:00.000,2830,Yes,0.0,27.85,73.82051282051282,219.15384615384616,1.6707948717948717,3.2256666666666667,0.6959102564102564,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.31,?,exeComp,UNcunetto,1-0,0:15:00.000,1615,,0.0,A40,511123216,17,06:04:00,900+5,0:15:00.000,2746,Yes,0.0,73.5,128.8,362.25,0.309,2.4015999999999997,2.0946999999999996,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,foggydew,family,1-0,0:15:00.000,2111,,0.0,A13,511123012,125,05:22:00,900+0,0:15:00.000,2183,Yes,0.0,27.166666666666668,219.21951219512195,210.44736842105263,2.1873170731707314,2.891853658536586,0.321,[%emt 1.368] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.31,?,Carsidi,Hutnik,0-1,0:15:00.000,2742,Yes,0.0,C56,511121666,36,01:57:00,900+5,0:15:00.000,1768,,0.0,0.8461538461538461,-6.416666666666667,-307.1818181818182,0.2559166666666666,2.9279999999999995,6.010545454545454,[%emt 24.232] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,exeComp,Carsidi,1-0,0:15:00.000,1773,,0.0,C80,511120938,13,23:53:00,900+5,0:15:00.000,2746,Yes,0.0,36.0,43.75,111.0,1.5405,1.9434999999999998,3.9814999999999996,[%emt 0.1] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.30,?,Carsidi,exeComp,0-1,0:15:00.000,2746,Yes,0.0,A45,511120734,38,23:03:00,900+5,0:15:00.000,1775,,0.0,1.3076923076923077,-136.25,-374.83333333333337,1.8375833333333336,4.880666666666667,2.4278750000000002,[%emt 0.1] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.30,?,Hutnik,Junofirst,1-0,0:15:00.000,1657,,0.0,A50,511120328,67,21:57:00,900+5,0:15:00.000,2742,Yes,0.0,339.69565217391306,627.0909090909091,926.8888888888889,5.827818181818182,4.631454545454546,2.952363636363636,[%emt 1.948] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,JAMerolle,txbeda,0-1,0:15:00.000,2209,,0.0,A00,511120022,52,21:21:00,900+0,0:15:00.000,2082,,0.0,-83.44444444444444,-139.8235294117647,-563.6153846153846,0.915470588235294,2.873470588235294,7.066529411764706,[%emt 4.447] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,KnightMeKing,JAMerolle,1-0,0:15:00.000,2086,,0.0,A02,511119176,105,19:43:00,900+0,0:15:00.000,1960,,0.0,-2.5555555555555554,111.42857142857143,578.3823529411765,1.7676857142857145,3.6453428571428574,0.6026470588235294,[%emt 1.485] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,JAMerolle,KnightMeKing,1/2-1/2,0:15:00.000,1957,,0.0,A00,511118944,105,19:18:00,900+0,0:15:00.000,2091,,0.0,-75.83333333333333,15.0,-49.088235294117645,1.5775714285714284,3.2467714285714293,1.070441176470588,[%emt 9.689] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.30,?,Hutnik,Notarious,1/2-1/2,0:15:00.000,2832,Yes,0.0,C50,511118860,44,19:18:00,900+5,0:15:00.000,2739,Yes,0.0,23.4,13.642857142857142,2.5357142857142856,1.8364285714285715,6.672714285714287,6.0808928571428575,[%emt 0.1] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.30,?,Notarious,Hutnik,1/2-1/2,0:15:00.000,2736,Yes,0.0,C83,511118644,209,18:26:00,900+5,0:15:00.000,2834,Yes,0.0,37.81428571428572,2.7246376811594204,-0.028985507246376812,2.6876956521739124,2.66895652173913,1.1854130434782606,[%emt 6.849] Neither player has mating material
FICS rated standard game,FICS freechess.org,2022.03.30,?,KnightMeKing,JAMerolle,0-1,0:15:00.000,2081,,0.0,A02,511118524,76,18:45:00,900+0,0:15:00.000,1962,,0.0,109.84615384615384,43.96,-269.2,1.8254000000000001,2.58312,1.0889199999999999,[%emt 1.519] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,ManOOwar,VictoriaBot,0-1,0:15:00.000,2026,Yes,0.0,A00,511118282,46,18:35:00,900+0,0:15:00.000,2019,,0.0,2.6875,24.466666666666665,-458.46666666666664,0.1824,0.31526666666666664,0.9400666666666666,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,VictoriaBot,ManOOwar,0-1,0:15:00.000,2009,,0.0,B50,511118256,72,18:34:00,900+0,0:15:00.000,2035,Yes,0.0,-70.12,-364.2083333333333,-503.2173913043478,0.22587500000000002,0.70025,0.2880434782608695,[%emt 0.78] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2836,Yes,0.0,D31,511118052,73,18:06:00,900+0,0:15:00.000,2769,Yes,0.0,32.36,27.833333333333332,26.791666666666668,1.2505833333333334,2.206583333333333,2.7121666666666666,[%emt 19.677] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.30,?,Qiyas,megielszmergiel,0-1,0:15:00.000,2767,Yes,0.0,C77,511117802,24,17:56:00,900+5,0:15:00.000,1820,,0.0,36.111111111111114,-44.0,-517.8571428571429,0.23325,2.0223750000000003,8.160857142857143,[%emt 26.554] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,Notarious,ArasanX,1-0,0:15:00.000,2776,Yes,0.0,C16,511117404,117,17:15:00,900+0,0:15:00.000,2829,Yes,0.0,31.225,75.43589743589743,234.6578947368421,2.958615384615384,2.4459230769230764,0.5910000000000001,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,exeComp,Notarious,1/2-1/2,0:15:00.000,2831,Yes,0.0,A13,511116906,94,16:47:00,900+0,0:15:00.000,2744,Yes,0.0,27.03125,3.806451612903226,-1.3225806451612903,1.8394516129032257,3.331129032258065,1.4589354838709678,[%emt 68.856] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.30,?,gwit,megielszmergiel,0-1,0:15:00.000,2767,Yes,0.0,C24,511116802,26,16:58:00,900+5,0:15:00.000,1598,,0.0,2.2222222222222223,-187.375,-765.5625,0.374125,4.4325,2.4970624999999997,[%emt 21.477] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,Notarious,exeComp,1/2-1/2,0:15:00.000,2742,Yes,0.0,C11,511116252,175,16:04:00,900+0,0:15:00.000,2833,Yes,0.0,21.084745762711865,22.70689655172414,1.603448275862069,2.3216896551724138,1.2438275862068962,0.5223965517241379,[%emt 0.1] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.03.30,?,family,TheSupervisor,0-1,0:15:00.000,2477,,0.0,A43,511115308,46,15:24:00,900+2,0:15:00.000,2110,,0.0,77.3125,-268.53333333333336,-385.0,1.55,3.6365333333333343,2.8469333333333333,[%emt 5.205] White checkmated
FICS rated standard game,FICS freechess.org,2022.03.30,?,SRCorney,family,0-1,0:15:00.000,2106,,0.0,C10,511114954,69,14:55:00,900+2,0:15:00.000,1932,,0.0,81.625,-463.4347826086956,-554.3636363636364,1.9269999999999998,2.2378260869565216,3.0984090909090907,[%emt 1.369] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2834,Yes,0.0,C54,511114876,57,14:53:00,900+0,0:15:00.000,2775,Yes,0.0,21.45,32.26315789473684,16.22222222222222,1.3883157894736842,2.5486315789473686,2.6348333333333334,[%emt 0.166] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.30,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2774,Yes,0.0,C65,511114544,76,14:27:00,900+0,0:15:00.000,2835,Yes,0.0,14.884615384615385,7.28,-9.72,2.2689600000000003,2.62768,2.78272,[%emt 9.148] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.30,?,MichaelOgbeide,KnightMeKing,0-1,0:15:00.000,1965,,0.0,C00,511113872,96,13:39:00,900+0,0:15:00.000,2169,,0.0,129.36363636363637,159.03125,2.967741935483871,1.1633125,2.64575,2.5070967741935477,[%emt 34.334] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.30,?,exeComp,SohaMyMantrA,1-0,0:15:00.000,1718,,0.0,B00,511113650,27,13:34:00,900+5,0:15:00.000,2742,Yes,0.0,89.8,308.22222222222223,679.0,1.7831111111111109,4.3037777777777775,4.666625,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.30,?,SRCorney,Boobyslegacy,1/2-1/2,0:15:00.000,2067,,0.0,B03,511113580,66,13:27:00,900+0,0:15:00.000,1935,,0.0,47.04347826086956,12.636363636363637,6.619047619047619,1.0108636363636365,3.1475909090909098,2.9780952380952384,[%emt 1.825] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.30,?,ArasanX,GoldBarMM,1-0,0:25:00.000,2744,Yes,0.0,D35,511113574,61,13:26:00,1500+4,0:25:00.000,2767,Yes,0.0,45.80952380952381,329.45,626.0,1.38955,6.09455,0.8848499999999999,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2022.03.30,?,KnightMeKing,MichaelOgbeide,0-1,0:15:00.000,2165,,0.0,A02,511113516,88,13:21:00,900+0,0:15:00.000,1969,,0.0,-13.433333333333334,-281.0689655172414,-450.2758620689655,1.2275172413793103,1.9757241379310349,1.602103448275862,[%emt 2.309] White resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,MichaelOgbeide,KnightMeKing,1-0,0:15:00.000,1973,,0.0,C41,511113254,68,13:11:00,900+0,0:15:00.000,2161,,0.0,135.52173913043478,315.3636363636364,357.27777777777777,0.6019545454545455,1.0534999999999999,3.6010227272727273,[%emt 48.559] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,GriffySr,ypsonk,1-0,0:15:00.000,1927,,0.0,D26,511113150,69,13:11:00,900+0,0:15:00.000,2104,Yes,0.0,14.5,-5.391304347826087,234.36363636363637,0.4957391304347825,0.5877826086956521,0.5439999999999999,[%emt 0.124] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2837,Yes,0.0,C54,511112888,213,12:28:00,900+0,0:15:00.000,2765,Yes,0.0,10.86111111111111,1.619718309859155,0.0,2.3796619718309864,0.6301549295774648,0.5175714285714287,[%emt 0.156] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.03.30,?,GriffyJr,gerichan,1-0,0:05:00.000,2025,,0.0,A80,511112352,77,12:11:00,300+30,0:05:00.000,2151,Yes,0.0,-0.6538461538461539,-173.04,231.8,1.08036,1.74828,3.86578,[%emt 0.1] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.03.30,?,gerichan,GriffySr,1-0,0:05:00.000,2114,Yes,0.0,B12,511111104,99,10:58:00,300+30,0:05:00.000,2015,,0.0,54.294117647058826,214.45454545454547,605.90625,0.30736363636363634,0.4687575757575758,0.6159375,[%emt 8.595] Black resigns
FICS rated standard game,FICS freechess.org,2022.03.30,?,GriffyJr,gerichan,1-0,0:05:00.000,2020,,0.0,A21,511110682,43,10:32:00,300+30,0:05:00.000,2154,Yes,0.0,27.8,-108.57142857142857,-134.64285714285714,0.2988571428571429,1.7679285714285717,2.0497142857142854,[%emt 0.117] Black forfeits by disconnection
