Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment,BlackIsComp,WhiteIsComp
FICS rated standard game,FICS freechess.org,2022.04.18,?,hastrman,Geforce,0-1,0:15:00.000,2327,0.0,D13,511387616,86,01:57:00,900+0,0:15:00.000,2017,0.0,22.482758620689655,-120.0,-481.44642857142856,2.065785714285714,3.6442142857142863,1.0241428571428572,[%emt 1.144] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.18,?,Petasluk,kamenozrout,0-1,0:15:00.000,2184,0.0,B22,511387186,74,00:40:00,900+0,0:15:00.000,1829,0.0,110.08,-61.0,-593.2083333333333,1.4658749999999998,3.6117916666666665,1.5118124999999998,[%emt 8.639] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.18,?,kamenozrout,Petasluk,1-0,0:15:00.000,1831,0.0,C45,511387104,55,00:21:00,900+0,0:15:00.000,2182,0.0,27.210526315789473,-60.333333333333336,95.16666666666667,0.9884999999999999,7.491888888888888,2.421388888888889,[%emt 3.349] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.18,?,Aromas,konozrout,0-1,0:15:00.000,2308,0.0,A22,511387034,38,00:14:00,900+0,0:15:00.000,2021,0.0,3.8461538461538463,-33.583333333333336,-124.16666666666667,0.9238333333333334,3.9964166666666667,1.4459999999999997,[%emt 0.538] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.18,?,Aromas,konozrout,0-1,0:15:00.000,2304,0.0,C55,511387016,55,00:01:00,900+0,0:15:00.000,2024,0.0,-52.0,-209.88888888888889,-520.5555555555555,1.8915555555555557,3.3730555555555557,1.7619999999999998,[%emt 1.547] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Petasluk,kamenozrout,0-1,0:15:00.000,2180,0.0,B01,511386976,20,23:48:00,900+0,0:15:00.000,1833,0.0,37.57142857142857,-8.666666666666666,37.916666666666664,0.10933333333333332,1.463,2.931416666666667,[%emt 29.772] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,kamenozrout,Petasluk,1-0,0:15:00.000,1835,0.0,B45,511386854,37,23:41:00,900+0,0:15:00.000,2178,0.0,36.46153846153846,27.75,159.5,0.21583333333333332,5.299083333333333,2.5831666666666666,[%emt 2.337] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,chessloon,scalaQueen,1-0,0:15:00.000,1820,0.0,B21,511386616,77,23:02:00,900+0,0:15:00.000,2323,0.0,49.03846153846154,344.08,297.92857142857144,1.05092,2.36012,0.82546,[%emt 4.029] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Azani,pikozrout,0-1,0:15:00.000,2276,0.0,C28,511385896,13,21:30:00,900+0,0:15:00.000,1848,0.0,23.4,0.25,-21.25,0.094,0.127,2.0709999999999997,[%emt 7.391] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,pikozrout,Azani,1-0,0:15:00.000,1849,0.0,B53,511385880,35,21:21:00,900+0,0:15:00.000,2273,0.0,39.166666666666664,-57.18181818181818,128.77272727272728,0.504,1.857636363636364,7.171136363636364,[%emt 18.126] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,konozrout,Aromas,1-0,0:15:00.000,2035,0.0,D43,511385518,49,20:44:00,900+0,0:15:00.000,2299,0.0,44.705882352941174,191.5,124.64285714285714,0.29312499999999997,2.776,5.705625,[%emt 0.503] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,konozrout,0-1,0:15:00.000,2294,0.0,C54,511385410,40,20:37:00,900+0,0:15:00.000,2038,0.0,2.7857142857142856,-11.615384615384615,-208.76923076923077,0.373,3.860846153846154,2.597692307692308,[%emt 13.107] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,konozrout,0-1,0:15:00.000,2288,0.0,E00,511385314,48,20:30:00,900+0,0:15:00.000,2041,0.0,-26.352941176470587,-151.375,-464.6923076923077,1.9220625,1.9564374999999998,1.7366666666666668,[%emt 1.218] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,MichaelOgbeide,WickedChess,1-0,0:45:00.000,2019,0.0,B91,511384346,171,16:03:00,2700+45,0:45:00.000,2186,0.0,109.96551724137932,151.82456140350877,172.66071428571428,7.716280701754386,8.741438596491228,14.958410714285716,[%emt 1.721] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,ArasanX,exeComp,1-0,0:20:00.000,2745,0.0,B06,511384100,157,17:48:00,1200+5,0:20:00.000,2752,0.0,81.49056603773585,90.26923076923077,325.40384615384613,5.084980769230769,3.6243653846153845,1.255,[%emt 0.1] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,kamenozrout,1-0,0:15:00.000,2193,0.0,C54,511384052,67,18:20:00,900+0,0:15:00.000,2030,0.0,18.0,-78.13636363636364,294.1818181818182,2.0899545454545456,3.672454545454545,2.0970454545454547,[%emt 1.015] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,kamenozrout,0-1,0:15:00.000,2187,0.0,B31,511383852,50,18:11:00,900+0,0:15:00.000,2035,0.0,32.94117647058823,21.0625,-336.28125,0.3045,1.4401875,5.575468750000001,[%emt 7.064] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,kamenozrout,0-1,0:15:00.000,2180,0.0,E00,511382800,56,16:43:00,900+0,0:15:00.000,2040,0.0,9.368421052631579,-9.777777777777779,-173.46428571428572,2.2431666666666663,2.3375000000000004,1.1835277777777777,[%emt 11.321] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,kamenozrout,feligres,0-1,0:15:00.000,2710,0.0,B70,511382594,70,16:23:00,900+1,0:15:00.000,2181,0.0,21.791666666666668,-109.73913043478261,-698.4347826086956,0.09978260869565218,3.4052608695652173,3.034782608695653,[%emt 12.402] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,blore,1/2-1/2,0:15:00.000,1970,0.0,A17,511382582,100,16:16:00,900+0,0:15:00.000,2042,0.0,0.2647058823529412,113.33333333333333,26.151515151515152,0.8957272727272727,4.960666666666667,1.5874242424242422,[%emt 3.262] Neither player has mating material,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,exeComp,Lipsk,1-0,0:15:00.000,1629,0.0,B01,511382408,47,16:05:00,900+5,0:15:00.000,2745,0.0,94.625,234.06666666666666,245.32142857142858,3.618466666666667,4.146199999999999,18.338766666666665,[%emt 12.558] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,blore,Aromas,0-1,0:15:00.000,2035,0.0,B32,511382228,70,16:07:00,900+0,0:15:00.000,1977,0.0,49.75,-467.1304347826087,-613.0869565217391,0.8349565217391305,2.0529130434782608,0.7658695652173914,[%emt 1.532] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,family,pikozrout,0-1,0:15:00.000,2265,0.0,D02,511381664,90,15:18:00,900+0,0:15:00.000,2069,0.0,30.225806451612904,-163.4,-588.1739130434783,2.0039666666666665,3.4512000000000005,1.956344827586207,[%emt 0.346] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,KrystianSz,JAMerolle,0-1,0:20:00.000,1990,0.0,B00,511381502,164,14:03:00,1200+20,0:20:00.000,2035,0.0,208.43636363636364,104.74074074074075,-791.4444444444445,5.16,4.609333333333334,2.4234444444444443,[%emt 11.068] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,GriffySr,MZaiser,0-1,0:15:00.000,2195,0.0,B06,511381372,50,15:14:00,900+0,0:15:00.000,2245,0.0,56.94117647058823,-38.125,-170.4090909090909,0.667625,2.2045624999999998,0.59403125,[%emt 4.628] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,entrenamiento,SergeZ,0-1,0:15:00.000,2255,0.0,A00,511380626,60,14:22:00,900+0,0:15:00.000,1806,0.0,-71.9047619047619,102.0,161.10526315789474,0.39920000000000005,2.4685499999999996,2.740421052631579,[%emt 1.685] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,foggydew,MrVali,1-0,0:15:00.000,1800,0.0,A04,511380516,113,14:04:00,900+0,0:15:00.000,2209,0.0,31.0,114.70270270270271,138.10294117647058,1.9099459459459454,2.9534054054054053,1.2693648648648648,[%emt 1.055] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,damouno,mcstorytaller,1-0,0:15:00.000,1886,0.0,D00,511380472,127,14:02:00,900+0,0:15:00.000,2261,0.0,33.41860465116279,89.26190476190476,713.6969696969697,1.2080000000000002,2.4114761904761908,0.9155,[%emt 1.257] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,SergeZ,noory,1-0,0:15:00.000,1815,0.0,C55,511380200,52,13:55:00,900+0,0:15:00.000,2252,0.0,34.833333333333336,141.52941176470588,542.8823529411765,0.42547058823529416,1.7048235294117646,1.7914705882352941,[%emt 2.424] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,mcstorytaller,damouno,0-1,0:15:00.000,2259,0.0,B23,511380172,96,13:51:00,900+0,0:15:00.000,1888,0.0,-83.48484848484848,-168.09375,-555.8387096774194,1.2686875,1.8846874999999998,0.6828709677419355,[%emt 0.587] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,damouno,Bkosuta,1-0,0:15:00.000,1860,0.0,A40,511380008,75,13:32:00,900+0,0:15:00.000,2257,0.0,147.96153846153845,197.88,567.85,1.99232,2.4122399999999997,1.4571250000000002,[%emt 4.016] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,exeComp,leffejelm,1-0,0:15:00.000,1517,0.0,B40,511379866,16,13:36:00,900+5,0:15:00.000,2745,0.0,33.333333333333336,103.2,224.2,0.147,0.766,5.7707999999999995,[%emt 32.784] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,GIGIOX,ArasanX,1/2-1/2,0:15:00.000,2752,0.0,D85,511378736,171,12:08:00,900+0,0:15:00.000,2763,0.0,22.086206896551722,0.0,0.0,1.5509122807017546,1.3007543859649122,0.4802142857142857,[%emt 2.839] Game drawn by repetition,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,floare,bebertherbar,1/2-1/2,0:15:00.000,2028,0.0,B01,511378686,106,11:59:00,900+0,0:15:00.000,1991,0.0,18.555555555555557,-14.285714285714286,-184.74285714285713,1.465942857142857,2.7666285714285714,2.2542285714285715,[%emt 8.487] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,kunde,zackb,0-1,0:15:00.000,2044,0.0,C00,511378402,56,12:01:00,900+0,0:15:00.000,2073,0.0,10.368421052631579,22.166666666666668,46.5,0.3792222222222222,0.9303333333333335,1.516888888888889,[%emt 2.204] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,PeterSanderson,MauLo,0-1,0:45:00.000,2316,0.0,A06,511378174,56,10:01:00,2700+45,0:45:00.000,2403,0.0,19.473684210526315,45.333333333333336,-417.5,14.091888888888889,27.64027777777778,9.61036111111111,[%emt 4.114] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,MrVali,foggydew,0-1,0:15:00.000,2208,0.0,A00,511378086,80,11:32:00,900+0,0:15:00.000,1801,0.0,-58.48148148148148,-145.07692307692307,-319.4807692307692,2.1077307692307694,3.5789230769230773,0.9416923076923078,[%emt 10.665] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Yaro,timmcg,1-0,0:45:00.000,1966,0.0,C11,511378030,117,09:01:00,2700+45,0:45:00.000,2106,0.0,-99.075,-269.6666666666667,645.4285714285714,19.015,22.623461538461545,6.514973684210528,[%emt 4.953] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Carsidi,GriffySr,0-1,0:15:00.000,2244,0.0,A06,511377992,14,11:39:00,900+0,0:15:00.000,1778,0.0,-14.2,-26.75,-321.125,0.21875,1.69475,1.88525,[%emt 0.135] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,floare,1-0,0:15:00.000,1998,0.0,A39,511377906,43,11:25:00,900+0,0:15:00.000,2028,0.0,25.4,43.285714285714285,136.16666666666666,0.5374285714285715,2.4815714285714283,2.7689285714285714,[%emt 12.563] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,floare,Aromas,1/2-1/2,0:15:00.000,2029,0.0,B32,511377756,118,11:00:00,900+0,0:15:00.000,1997,0.0,93.125,72.82051282051282,-3.4358974358974357,1.662923076923077,2.722692307692308,0.9612564102564104,[%emt 25.235] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,hastrman,Indrayoga,0-1,0:15:00.000,1997,0.0,D63,511377716,94,10:56:00,900+0,0:15:00.000,2013,0.0,40.875,189.96774193548387,-255.1551724137931,2.623290322580645,3.944032258064516,3.1337419354838714,[%emt 5.101] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,Aromas,floare,1/2-1/2,0:15:00.000,1996,0.0,D10,511377416,70,10:50:00,900+0,0:15:00.000,2030,0.0,-7.625,-38.130434782608695,-24.17391304347826,0.4835217391304347,2.3102173913043473,1.8323913043478257,[%emt 2.239] Game drawn by repetition,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,ArasanX,exeComp,1/2-1/2,0:20:00.000,2745,0.0,B47,511377052,236,09:33:00,1200+5,0:20:00.000,2752,0.0,18.79746835443038,-48.794871794871796,-26.173076923076923,3.9493974358974357,2.9553461538461536,0.46133974358974367,[%emt 0.1] Game drawn by the 50 move rule,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,anterdabbous,txbeda,0-1,0:15:00.000,2259,0.0,A51,511377042,14,10:23:00,900+0,0:15:00.000,1860,0.0,37.0,57.25,-296.875,0.83525,2.29325,2.1574999999999998,[%emt 8.643] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,foggydew,MrVali,1-0,0:15:00.000,1802,0.0,C46,511376280,79,09:12:00,900+0,0:15:00.000,2207,0.0,39.074074074074076,-40.11538461538461,402.46153846153845,1.5275769230769234,3.4443846153846156,1.5719615384615386,[%emt 6.302] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,KnightMeKing,blore,1-0,0:15:00.000,2019,0.0,A02,511376056,99,08:52:00,900+0,0:15:00.000,2070,0.0,183.58823529411765,543.0909090909091,546.4375,1.4268787878787879,2.6753636363636364,1.79565625,[%emt 14.134] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,MrVali,foggydew,1/2-1/2,0:15:00.000,2214,0.0,A41,511375950,106,08:40:00,900+0,0:15:00.000,1795,0.0,4.888888888888889,158.68571428571428,-2.0,2.225314285714286,3.0034,1.1804857142857144,[%emt 1.453] Game drawn by repetition,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,blore,Slek,1/2-1/2,0:15:00.000,1993,0.0,D43,511375598,165,07:57:00,900+0,0:15:00.000,2020,0.0,-66.26785714285714,-467.09090909090907,-107.46296296296296,3.503254545454546,0.8971999999999999,0.5024259259259259,[%emt 0.844] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,lotfour,Horsian,0-1,0:15:00.000,2750,0.0,C50,511375534,32,08:18:00,900+5,0:15:00.000,1625,0.0,19.636363636363637,-10.1,-460.0,0.2537,1.1381000000000001,2.0153000000000003,[%emt 42.141] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,exeComp,Ruvarashe,1-0,0:15:00.000,1813,0.0,B30,511375068,11,07:38:00,900+5,0:15:00.000,2745,0.0,32.0,41.333333333333336,17.0,0.03333333333333333,0.6230000000000001,5.383333333333333,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,Betin,SRCorney,0-1,0:15:00.000,1993,0.0,A48,511374982,100,07:08:00,900+0,0:15:00.000,2008,0.0,3.676470588235294,-60.21212121212121,-488.27272727272725,1.9063939393939395,3.5356060606060606,3.567848484848485,[%emt 3.973] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,exeComp,ArasanX,1/2-1/2,0:20:00.000,2752,0.0,E46,511374942,150,06:45:00,1200+5,0:20:00.000,2745,0.0,-15.568627450980392,-0.38,-0.02040816326530612,2.49922,4.291720000000001,4.7545918367346935,[%emt 0.234] Neither player has mating material,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.17,?,floare,Betin,1-0,0:15:00.000,2017,0.0,C40,511374152,107,05:52:00,900+0,0:15:00.000,1987,0.0,78.30555555555556,-103.17142857142858,292.6857142857143,2.6635714285714283,4.597057142857143,1.0846428571428572,[%emt 2.865] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Azani,foggydew,0-1,0:15:00.000,2212,0.0,C28,511374076,32,06:03:00,900+0,0:15:00.000,1842,0.0,14.909090909090908,-13.2,-330.95,0.31520000000000004,2.5820999999999996,4.8091,[%emt 21.156] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.17,?,Hacko,KnightMeKing,0-1,0:15:00.000,2060,0.0,D30,511372688,76,02:46:00,900+0,0:15:00.000,2032,0.0,-36.61538461538461,-341.64,-498.6,2.58668,2.6100800000000004,2.52972,[%emt 2.064] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,chesspickle,Aromas,1-0,0:15:00.000,2025,0.0,B30,511371546,87,22:51:00,900+0,0:15:00.000,2099,0.0,5.033333333333333,40.206896551724135,114.32142857142857,2.63348275862069,3.6276206896551724,4.8305,[%emt 7.731] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,chesspickle,0-1,0:15:00.000,2082,0.0,B01,511371448,47,22:38:00,900+0,0:15:00.000,2032,0.0,-29.4375,-216.53333333333333,-691.2,2.7997999999999994,3.5354,4.9237,[%emt 4.609] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,kamenozrout,0-1,0:15:00.000,2161,0.0,E00,511370818,54,21:01:00,900+0,0:15:00.000,2037,0.0,20.63157894736842,-219.27777777777777,-507.88235294117646,1.3053888888888892,2.386722222222222,3.3911176470588233,[%emt 15.66] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,kamenozrout,0-1,0:15:00.000,2152,0.0,B50,511370718,64,20:43:00,900+0,0:15:00.000,2043,0.0,-29.363636363636363,-91.85714285714286,-363.14285714285717,0.5986190476190476,3.763904761904762,3.3996190476190473,[%emt 5.863] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Limbor,kamenozrout,0-1,0:15:00.000,2147,0.0,A33,511370374,26,20:15:00,900+0,0:15:00.000,1884,0.0,26.666666666666668,5.0,-408.625,0.267,0.95875,3.6201874999999997,[%emt 11.63] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,kamenozrout,Limbor,1-0,0:15:00.000,1887,0.0,A45,511370342,61,19:54:00,900+0,0:15:00.000,2142,0.0,65.23809523809524,24.15,222.2,1.0815,4.084999999999999,3.8465000000000003,[%emt 12.272] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,DeepMater,Mikecharlesmiller,1-0,0:15:00.000,1861,0.0,D10,511369744,73,18:46:00,900+0,0:15:00.000,2268,0.0,-62.08,-88.625,167.45833333333334,2.8301250000000002,3.7090416666666663,2.5735,[%emt 10.021] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,JAMerolle,KrystianSz,0-1,0:20:00.000,2022,0.0,A00,511368484,78,16:28:00,1200+15,0:20:00.000,1978,0.0,-129.7037037037037,-404.03846153846155,-520.92,4.342307692307693,5.472384615384616,6.28056,[%emt 34.631] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,blore,1-0,0:15:00.000,1997,0.0,D85,511367428,51,15:55:00,900+0,0:15:00.000,2050,0.0,22.0,106.6470588235294,408.0625,2.3271176470588237,2.102294117647059,2.1003125000000002,[%emt 3.886] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,konozrout,family,1/2-1/2,0:15:00.000,2065,0.0,C03,511367098,167,15:14:00,900+0,0:15:00.000,2291,0.0,52.5,59.43636363636364,-345.74545454545455,3.131745454545455,1.5383272727272723,0.4931636363636364,[%emt 0.845] Game drawn by repetition,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,family,konozrout,0-1,0:15:00.000,2284,0.0,A40,511366678,66,15:02:00,900+0,0:15:00.000,2069,0.0,34.17391304347826,-108.4090909090909,-413.2857142857143,1.02,2.2775454545454545,1.5124285714285715,[%emt 0.332] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,family,MichailovA,0-1,0:15:00.000,2088,0.0,D02,511366510,72,14:45:00,900+2,0:15:00.000,2077,0.0,-10.6,-161.20833333333334,-91.42857142857143,0.8812916666666667,2.093458333333333,3.9127391304347823,[%emt 4.911] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,foggydew,MrVali,1-0,0:15:00.000,1796,0.0,A16,511366152,153,14:11:00,900+0,0:15:00.000,2211,0.0,-101.1923076923077,-229.62745098039215,-143.72,2.302745098039216,1.5661568627450977,1.5136999999999998,[%emt 5.505] Black forfeits on time,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,MrVali,foggydew,0-1,0:15:00.000,2210,0.0,A03,511365764,68,13:59:00,900+0,0:15:00.000,1797,0.0,-73.34782608695652,-71.36363636363636,-438.0681818181818,1.386090909090909,2.859227272727273,1.4935000000000003,[%emt 12.349] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,damouno,KrystianSz,1-0,0:45:00.000,2014,0.0,D00,511365388,71,12:01:00,2700+45,0:45:00.000,2254,0.0,52.583333333333336,167.52173913043478,746.1195652173913,25.60665217391304,19.355826086956526,7.126673913043478,[%emt 2.572] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,stex,ciupilica,1-0,0:15:00.000,1831,0.0,B06,511364386,51,12:35:00,900+10,0:15:00.000,2181,0.0,68.61111111111111,143.11764705882354,639.0,0.8020588235294117,1.9141176470588235,1.8378125,[%emt 5.109] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,hastrman,1-0,0:15:00.000,2015,0.0,C50,511364272,191,12:07:00,900+0,0:15:00.000,2030,0.0,232.828125,200.36507936507937,267.2451923076923,2.1654603174603175,1.583730158730159,0.7143968253968254,[%emt 1.306] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,konozrout,Jakubas,1-0,0:15:00.000,1806,0.0,A41,511364216,87,12:13:00,900+0,0:15:00.000,2281,0.0,94.06666666666666,502.37931034482756,693.0952380952381,2.5482068965517235,2.444034482758621,1.2917500000000002,[%emt 0.433] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,Jakubas,konozrout,0-1,0:15:00.000,2279,0.0,B02,511363922,90,11:54:00,900+0,0:15:00.000,1807,0.0,-27.032258064516128,-576.2666666666667,-785.0,2.884633333333333,2.643166666666667,1.0781724137931035,[%emt 0.532] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,vandi,Aromas,0-1,0:15:00.000,2022,0.0,B53,511363304,45,11:26:00,900+0,0:15:00.000,2014,0.0,-91.6875,-499.4,-555.8571428571429,0.25433333333333336,2.7505333333333337,1.2575,[%emt 1.354] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Aromas,vandi,1-0,0:15:00.000,2022,0.0,B53,511363222,69,11:18:00,900+0,0:15:00.000,2014,0.0,-35.875,-70.6086956521739,302.54545454545456,0.7571739130434783,1.6649565217391302,2.292954545454546,[%emt 2.265] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,Ruvarashe,exeComp,0-1,0:15:00.000,2745,0.0,A15,511363212,104,10:47:00,900+5,0:15:00.000,1813,0.0,17.514285714285716,-44.529411764705884,-120.95588235294117,4.20264705882353,4.457411764705882,3.6601029411764703,[%emt 0.1] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,vandi,Aromas,1-0,0:15:00.000,2022,0.0,B32,511363088,97,10:59:00,900+0,0:15:00.000,2014,0.0,20.454545454545453,155.84375,504.5625,0.6666875,2.91146875,2.14415625,[%emt 2.462] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,exeComp,Ruvarashe,1-0,0:15:00.000,1813,0.0,E00,511362652,41,10:19:00,900+5,0:15:00.000,2745,0.0,76.71428571428571,174.30769230769232,208.1153846153846,1.633,11.539538461538463,7.394692307692308,[%emt 57.008] Black resigns,,Yes
FICS unrated standard game,FICS freechess.org,2022.04.16,?,MrMister,hejkal,1-0,0:15:00.000,1894,0.0,A04,511362514,87,10:19:00,900+0,0:15:00.000,2285,0.0,90.23333333333333,352.17241379310343,570.6071428571429,2.5504827586206895,2.477793103448276,1.384142857142857,[%emt 1.61] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,GriffyJr,sentiger,1-0,0:15:00.000,2086,0.0,D34,511362390,37,10:27:00,900+0,0:15:00.000,2060,0.0,44.30769230769231,71.83333333333333,225.16666666666666,0.62325,0.7285833333333332,1.2524999999999997,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,GriffyJr,hdyl,0-1,0:15:00.000,1977,0.0,A84,511362268,96,10:18:00,900+0,0:15:00.000,2070,0.0,-44.696969696969695,-279.34375,-700.7741935483871,0.3085,0.33584375,0.3076774193548387,[%emt 0.466] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,Ruvarashe,exeComp,0-1,0:15:00.000,2745,0.0,E05,511361524,62,08:49:00,900+5,0:15:00.000,1813,0.0,35.476190476190474,7.95,-93.45,0.5734999999999999,3.8932500000000005,2.3108499999999994,[%emt 41.788] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,sentiger,GriffySr,0-1,0:15:00.000,2243,0.0,B14,511361146,46,08:32:00,900+0,0:15:00.000,2091,0.0,19.4375,47.46666666666667,-202.73333333333332,0.5182666666666667,0.9574666666666667,2.397066666666667,[%emt 0.329] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.16,?,ciupilica,DeepMater,0-1,0:15:00.000,2261,0.0,A10,511361122,51,08:10:00,900+10,0:15:00.000,1839,0.0,76.05555555555556,-97.52941176470588,-411.8181818181818,2.716058823529412,10.426058823529411,4.7501875,[%emt 24.68] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.16,?,GriffyJr,nikst,1-0,0:15:00.000,2074,0.0,C05,511360210,123,06:57:00,900+0,0:15:00.000,2062,0.0,105.35714285714286,323.1951219512195,271.1,0.45924390243902447,0.5459024390243903,0.378,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.16,?,nikst,GriffyJr,1-0,0:15:00.000,2070,0.0,A45,511360168,83,06:54:00,900+0,0:15:00.000,2066,0.0,39.392857142857146,395.51851851851853,620.037037037037,0.32181481481481483,0.27455555555555555,0.40885185185185186,[%emt 1.49] Black resigns,Yes,
