Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment,BlackIsComp,WhiteIsComp
FICS rated standard game,FICS freechess.org,2022.04.30,?,Indrayoga,Ripple,1-0,0:11:00.000,1979,55.2,B31,511547590,47,23:38:00,660+11,0:11:00.000,2062,40.8,53.6875,195.53333333333333,209.53571428571428,1.3629333333333333,1.8719333333333334,4.876199999999999,[%emt 9.418] Black checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2778,37.2,C89,511547000,60,20:38:00,900+0,0:15:00.000,2810,36.6,54.95238095238095,40.8,8.210526315789474,0.12840000000000001,0.1434,2.8775789473684212,[%emt 21.905] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,fary,damouno,0-1,0:15:00.000,2293,49.3,A40,511546226,68,17:33:00,900+0,0:15:00.000,1831,65.6,37.95652173913044,-53.68181818181818,-143.73529411764707,0.6341818181818181,2.3201363636363634,1.5318181818181817,[%emt 1.528] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,exeComp,Notarious,1/2-1/2,0:30:00.000,2813,36.7,C67,511546220,213,16:46:00,1800+0,0:30:00.000,2691,39.3,21.52777777777778,1.647887323943662,0.0,6.186042253521127,2.8662112676056335,0.6045,[%emt 0.1] Game drawn by the 50 move rule,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,dmgrant,Speyside,1/2-1/2,0:30:00.000,2162,48.2,D31,511546118,76,17:01:00,1800+0,0:30:00.000,2148,99.7,-41.73076923076923,-117.2,199.6,1.86572,2.83956,2.97168,[%emt 27.619] Game drawn by repetition,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,GriffyJr,family,0-1,0:15:00.000,2015,38.7,D45,511545640,124,16:14:00,900+0,0:15:00.000,2060,30.5,17.928571428571427,-87.02439024390245,-524.2926829268292,0.26509756097560977,1.505048780487805,0.574,[%emt 5.682] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,Speyside,Gargin,1-0,0:30:00.000,1907,77.2,D13,511545598,115,15:19:00,1800+0,0:30:00.000,2159,48.6,10.384615384615385,-319.2631578947368,-304.0,4.338499999999999,4.624578947368422,4.102947368421052,[%emt 2.224] Black forfeits on time,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,family,GriffyJr,1-0,0:15:00.000,2069,30.6,A46,511545581,107,16:07:00,900+0,0:15:00.000,2006,38.9,126.30555555555556,308.9142857142857,553.4142857142857,0.3338571428571428,0.9254857142857144,0.4026142857142857,[%emt 4.813] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,GriffyJr,family,1/2-1/2,0:15:00.000,2005,39.1,C00,511545529,198,15:55:00,900+0,0:15:00.000,2070,30.7,21.208955223880597,-47.196969696969695,83.64615384615385,0.4968333333333334,0.7060606060606062,0.7405999999999999,[%emt 7.11] Neither player has mating material,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,family,GriffyJr,0-1,0:15:00.000,2063,30.8,A46,511545435,58,15:51:00,900+0,0:15:00.000,2012,39.4,33.2,30.42105263157895,-386.2105263157895,0.3161052631578947,0.7059473684210527,0.6139999999999999,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,GriffyJr,family,0-1,0:15:00.000,2002,39.6,D94,511545399,92,15:44:00,900+0,0:15:00.000,2073,30.9,0.9354838709677419,-416.03333333333336,-672.1166666666667,0.6972999999999999,0.37173333333333336,0.5013666666666667,[%emt 18.945] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,KrystianSz,pingupenguin,0-1,0:45:00.000,2054,58.7,B08,511545371,86,13:31:00,2700+45,0:45:00.000,2006,71.8,76.3103448275862,7.071428571428571,-640.3392857142858,14.831571428571428,24.46275,6.493910714285715,[%emt 9.851] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,family,GriffyJr,0-1,0:15:00.000,2066,31.1,A46,511545357,132,15:36:00,900+0,0:15:00.000,2009,39.9,15.422222222222222,29.90909090909091,-350.46153846153845,0.3910227272727273,0.7618636363636365,0.4111627906976744,[%emt 0.109] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,GriffyJr,family,1-0,0:15:00.000,2016,40.1,C00,511545303,71,15:31:00,900+0,0:15:00.000,2059,31.2,27.416666666666668,107.08695652173913,612.4782608695652,0.4146956521739131,1.3030000000000002,0.7451739130434782,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,gerichan,IFDThor,1-0,1:30:00.000,2142,42.0,B22,511545293,67,15:26:00,5400+90,1:30:00.000,2006,38.0,75.78260869565217,256.6363636363636,653.9090909090909,1.0104545454545457,1.1774545454545455,0.8397727272727277,[%emt 13.848] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,family,GriffyJr,1-0,0:15:00.000,2068,31.3,A46,511545274,83,15:26:00,900+0,0:15:00.000,2007,40.4,42.107142857142854,235.5185185185185,593.5555555555555,1.051037037037037,0.7955555555555556,0.2676851851851852,[%emt 9.522] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,floare,nembro,1-0,0:30:00.000,1961,247.7,B95,511545120,53,14:51:00,1800+0,0:30:00.000,2039,39.2,28.833333333333332,-66.82352941176471,306.2352941176471,1.3214117647058825,3.7495882352941172,1.5318823529411763,[%emt 44.077] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,Olexandr,MAXCINCOG,1-0,0:15:00.000,2215,158.5,A00,511545082,0,15:00:00,900+15,0:15:00.000,1852,44.1,,,,,,,Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,MAXCINCOG,Olexandr,1-0,0:15:00.000,1854,44.2,D02,511545079,45,14:35:00,900+15,0:15:00.000,2195,165.4,66.9375,292.6,601.3571428571429,3.310466666666666,5.0388,2.398214285714286,[%emt 29.348] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,IFDThor,gerichan,1-0,1:30:00.000,2011,38.2,A81,511544804,45,14:17:00,5400+90,1:30:00.000,2137,42.2,44.875,-99.93333333333334,-19.642857142857142,0.9033999999999998,1.3828000000000003,0.9152142857142856,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,gerichan,IFDThor,0-1,1:30:00.000,2132,42.5,B12,511544324,54,13:10:00,5400+90,1:30:00.000,2016,38.4,71.3157894736842,325.8333333333333,-139.05882352941177,0.22577777777777774,1.0126111111111111,3.452529411764706,[%emt 0.1] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,damouno,PeterSanderson,1-0,0:45:00.000,2320,126.1,D05,511544115,81,11:02:00,2700+45,0:45:00.000,2284,49.4,-12.357142857142858,0.4444444444444444,113.57692307692308,10.154296296296296,13.409666666666668,8.73676923076923,[%emt 41.158] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2814,36.8,A29,511544035,101,12:19:00,900+0,0:15:00.000,2777,37.2,8.117647058823529,16.666666666666668,0.42424242424242425,0.59,3.710424242424242,5.790333333333333,[%emt 0.172] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2776,37.4,B90,511543837,245,11:42:00,900+0,0:15:00.000,2815,37.0,23.024390243902438,48.48148148148148,18.67283950617284,1.6357407407407405,0.7587160493827161,0.3479814814814815,[%emt 0.1] Neither player has mating material,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,MichaelOgbeide,blore,0-1,0:15:00.000,1937,19.9,C55,511543037,82,10:04:00,900+0,0:15:00.000,2149,38.6,40.5,61.629629629629626,-160.2962962962963,1.3355925925925929,2.0632592592592593,1.7323703703703703,[%emt 13.049] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,blore,MichaelOgbeide,0-1,0:15:00.000,2145,38.8,C14,511542942,66,09:45:00,900+0,0:15:00.000,1941,20.0,19.565217391304348,63.63636363636363,-335.04761904761904,1.8113181818181816,2.647863636363636,2.200571428571428,[%emt 9.683] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,MichaelOgbeide,blore,1/2-1/2,0:15:00.000,1937,20.0,A52,511542818,68,09:26:00,900+0,0:15:00.000,2149,38.9,145.34782608695653,125.4090909090909,29.477272727272727,1.5874545454545455,2.398954545454546,1.7230227272727272,[%emt 27.498] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,blore,MichaelOgbeide,0-1,0:15:00.000,2143,39.2,B30,511542623,38,09:05:00,900+0,0:15:00.000,1941,20.0,-41.46153846153846,-39.166666666666664,-551.75,0.4998333333333334,1.5886666666666664,0.5912916666666667,[%emt 15.605] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,Notarious,exeComp,1-0,0:15:00.000,2696,39.2,B48,511541865,104,06:02:00,900+0,0:15:00.000,2810,37.0,28.857142857142858,99.52941176470588,481.5147058823529,1.9155588235294114,1.941,1.1684264705882352,[%emt 1.823] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,mcstorytaller,MAXCINCOG,0-1,0:15:00.000,2168,175.6,B92,511541684,62,05:32:00,900+5,0:15:00.000,1842,29.0,-12.714285714285714,-205.1,-623.9,0.8722,1.2748499999999998,0.94835,[%emt 3.392] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,Ruvarashe,Horsian,0-1,0:15:00.000,2758,61.0,A00,511541665,21,05:34:00,900+5,0:15:00.000,1817,59.6,9.125,-51.142857142857146,-103.83333333333333,0.34471428571428575,3.5919999999999996,2.0163333333333333,[%emt 6.7] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,yushkov,Notarious,0-1,0:15:00.000,2810,37.2,C45,511541656,54,05:25:00,900+0,0:15:00.000,1771,220.0,17.57894736842105,-158.27777777777777,-597.6666666666666,0.7898888888888889,1.8597222222222223,3.784470588235294,[%emt 0.534] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,Horsian,Ruvarashe,1-0,0:15:00.000,1817,59.6,E94,511541645,30,05:28:00,900+5,0:15:00.000,2758,61.0,41.0,62.8,190.55555555555554,0.2821,0.17440000000000003,4.221333333333333,[%emt 5.337] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,konozrout,SEPry,0-1,0:15:00.000,2222,41.5,E05,511541522,176,04:36:00,900+0,0:15:00.000,2313,44.8,116.22033898305085,-118.20689655172414,-592.8023255813954,2.891551724137931,2.642431034482759,0.5090775862068966,[%emt 1.619] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,rumbia,konozrout,1-0,0:15:00.000,2316,45.2,A00,511541424,117,04:13:00,900+0,0:15:00.000,2571,108.7,-96.575,95.38461538461539,377.96153846153845,2.486307692307692,1.8117692307692301,1.2304473684210526,[%emt 4.012] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,marjohn,araszek,1-0,0:45:00.000,1847,68.1,A37,511541327,85,01:42:00,2700+45,0:45:00.000,2173,134.7,64.65517241379311,406.2142857142857,396.35714285714283,14.094178571428573,12.50132142857143,18.831892857142858,[%emt 9.191] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.30,?,LuigiBot,Geforce,0-1,0:15:00.000,2361,64.1,C50,511541158,36,03:05:00,900+0,0:15:00.000,1648,16.4,38.76923076923077,74.33333333333333,6.0,0.35075000000000006,0.31375000000000003,0.3922727272727272,[%emt 1.42] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.30,?,rumbia,pikozrout,1-0,0:15:00.000,2326,61.5,A00,511541016,83,01:59:00,900+0,0:15:00.000,2556,112.1,-4.892857142857143,55.2962962962963,455.4074074074074,1.6746666666666665,2.931925925925926,4.5968333333333335,[%emt 16.076] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,defensiveone,GriffySr,0-1,0:15:00.000,2141,35.8,A40,511540914,50,01:21:00,900+0,0:15:00.000,2136,83.0,18.235294117647058,-18.5625,-421.78125,0.9970625,0.409125,2.9118125,[%emt 0.13] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.30,?,GriffySr,defensiveone,0-1,0:15:00.000,2113,85.4,B07,511540870,98,01:03:00,900+0,0:15:00.000,2150,35.9,-28.96969696969697,-235.75,-626.40625,0.5328125,1.0377187500000002,0.906421875,[%emt 1.302] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,Geforce,kamenozrout,0-1,0:15:00.000,2200,51.7,B30,511540594,54,23:38:00,900+0,0:15:00.000,2378,64.2,13.68421052631579,-105.61111111111111,-416.4117647058824,1.2133333333333334,3.022,3.2215294117647058,[%emt 15.71] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Indrayoga,Speyside,1-0,0:30:00.000,2168,48.7,C54,511540198,49,21:26:00,1800+0,0:30:00.000,2050,40.6,82.17647058823529,606.4615384615385,351.5,4.8055,5.6105625,4.4431875,[%emt 4.317] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Notarious,Horsian,1/2-1/2,0:15:00.000,2756,60.9,C65,511540178,158,21:19:00,900+0,0:15:00.000,2811,37.0,2.4339622641509435,0.5576923076923077,-0.25,0.589423076923077,3.154788461538461,0.8396346153846153,[%emt 0.1] Game drawn by stalemate,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,defensiveone,GriffyJr,0-1,0:15:00.000,2073,30.8,A05,511539174,52,17:51:00,900+0,0:15:00.000,2139,88.0,70.0,202.7058823529412,-285.88235294117646,1.2582352941176471,5.66064705882353,1.9284117647058825,[%emt 0.143] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Horsian,Notarious,1/2-1/2,0:15:00.000,2812,37.1,D31,511539121,142,17:31:00,900+0,0:15:00.000,2754,61.8,25.104166666666668,4.23404255319149,28.893617021276597,1.6391063829787234,1.9151489361702125,2.149765957446809,[%emt 39.746] Neither player has mating material,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,Limbor,kamenozrout,0-1,0:15:00.000,2198,52.0,A29,511539062,98,17:19:00,900+0,0:15:00.000,1874,38.9,40.333333333333336,215.84375,-75.0,1.6229687499999998,4.0646875,1.88021875,[%emt 8.688] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Carsidi,Speyside,0-1,0:30:00.000,2165,49.1,B29,511538916,24,17:00:00,1800+0,0:30:00.000,1895,26.6,58.22222222222222,78.125,110.14285714285714,2.68975,3.152875,4.8022857142857145,[%emt 61.192] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,GriffyJr,family,1-0,0:15:00.000,2014,40.1,D45,511538716,59,16:51:00,900+0,0:15:00.000,2066,30.9,42.1,-43.63157894736842,185.5625,0.1887368421052632,0.7686315789473684,0.7103947368421053,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,family,GriffyJr,0-1,0:15:00.000,2059,31.0,A46,511538701,50,16:46:00,900+0,0:15:00.000,2021,40.4,21.88235294117647,75.3125,-58.5,0.27956250000000005,1.0660625,1.8688125,[%emt 0.106] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,GriffyJr,family,1-0,0:15:00.000,2028,40.6,D31,511538660,129,16:34:00,900+0,0:15:00.000,2052,31.1,-174.88636363636363,-216.04651162790697,130.0,0.7153488372093023,1.319,1.1517619047619045,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,family,GriffySr,1/2-1/2,0:15:00.000,2153,35.9,A40,511538577,66,16:27:00,900+0,0:15:00.000,2025,40.9,96.08695652173913,-17.59090909090909,-4.142857142857143,0.7841818181818181,1.2910454545454546,1.1823809523809525,[%emt 0.1] Game drawn by repetition,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Gargin,Speyside,0-1,0:30:00.000,2162,49.3,A48,511537638,134,13:28:00,1800+0,0:30:00.000,1932,80.2,66.28888888888889,375.5,-198.67045454545456,4.3504772727272725,4.295113636363637,1.0120113636363637,[%emt 1.524] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Horsian,exeComp,1-0,0:15:00.000,2703,39.0,E15,511537256,176,13:00:00,900+1,0:15:00.000,2744,62.7,42.898305084745765,78.29310344827586,442.5086206896552,3.0032241379310345,2.127189655172414,0.3686206896551724,[%emt 1.574] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,exeComp,Horsian,1/2-1/2,0:15:00.000,2745,63.7,D05,511536993,416,12:20:00,900+1,0:15:00.000,2702,39.2,-18.41726618705036,-29.63768115942029,235.4673913043478,2.303847826086957,0.4190072463768115,0.19904710144927537,[%emt 0.094] Game drawn by the 50 move rule,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,MichaelOgbeide,kunde,1-0,0:15:00.000,2017,32.0,C55,511536812,61,12:21:00,900+0,0:15:00.000,2138,38.9,42.333333333333336,243.65,418.1,0.7100000000000001,1.9487999999999999,3.3305,[%emt 21.157] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,IFDThor,gerichan,1-0,1:30:00.000,2022,38.0,A44,511536621,69,12:04:00,5400+90,1:30:00.000,2126,42.2,70.0,-396.60869565217394,-48.09090909090909,0.2464347826086956,1.440739130434783,2.4465000000000003,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,GriffySr,sentiger,1-0,0:15:00.000,2126,41.8,C48,511536453,49,11:48:00,900+0,0:15:00.000,2145,35.9,45.23529411764706,-47.0625,44.8125,0.7600625000000001,0.8065,0.2135,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,sentiger,GriffyJr,1-0,0:15:00.000,2059,31.1,B59,511536277,59,11:26:00,900+0,0:15:00.000,2119,42.1,22.35,178.52631578947367,313.1388888888889,0.8453157894736844,0.7321052631578948,0.36699999999999994,[%emt 7.144] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,GriffyJr,sentiger,0-1,0:15:00.000,2112,42.4,C54,511536250,70,11:17:00,900+0,0:15:00.000,2066,31.2,57.625,162.7391304347826,610.1666666666666,0.5143913043478261,2.4400000000000004,1.068,[%emt 3.009] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,Speyside,Gargin,1-0,0:30:00.000,1941,81.7,D15,511536248,79,10:37:00,1800+0,0:30:00.000,2157,49.6,68.25925925925925,102.23076923076923,450.15,6.688269230769231,5.469115384615384,4.558038461538461,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,gerichan,IFDThor,0-1,1:30:00.000,2120,42.5,B22,511536040,44,10:53:00,5400+90,1:30:00.000,2028,38.2,46.4,188.92857142857142,143.53571428571428,0.2631428571428572,0.8287142857142856,4.279678571428572,[%emt 0.1] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,venugopal,Indrayoga,0-1,0:15:00.000,2038,40.8,D00,511535943,18,10:39:00,900+0,0:15:00.000,1969,25.3,-23.142857142857142,-156.66666666666666,-281.0,0.3706666666666667,2.1875,3.22,[%emt 3.283] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,kunde,pingupenguin,1-0,0:15:00.000,2066,59.0,B06,511535896,57,10:29:00,900+0,0:15:00.000,2008,32.1,58.7,284.05263157894734,519.0833333333334,0.5424736842105263,1.3337894736842106,0.7607777777777778,[%emt 2.9] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,sentiger,GriffySr,0-1,0:15:00.000,2137,36.1,B81,511535862,86,10:21:00,900+0,0:15:00.000,2120,42.7,143.24137931034483,142.89285714285714,-473.5357142857143,0.6123928571428571,1.093357142857143,1.148714285714286,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,IFDThor,gerichan,1-0,1:30:00.000,2034,38.4,A44,511535818,51,10:16:00,5400+90,1:30:00.000,2114,42.7,73.22222222222223,-26.176470588235293,-79.0,0.459235294117647,0.8472941176470589,0.8314375,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,pikozrout,SEPry,1-0,0:15:00.000,2228,41.3,E49,511535783,127,09:48:00,900+0,0:15:00.000,2318,61.8,25.930232558139537,173.4047619047619,301.9047619047619,1.6450952380952384,2.1215,2.8246428571428575,[%emt 34.765] Black forfeits on time,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,SEPry,konozrout,1-0,0:15:00.000,2326,45.0,A10,511535577,73,09:16:00,900+0,0:15:00.000,2218,41.6,69.84,304.875,534.0416666666666,2.69725,2.2829583333333336,1.657791666666667,[%emt 3.917] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,GriffySr,sentiger,1-0,0:15:00.000,2128,43.0,D55,511535492,37,09:13:00,900+0,0:15:00.000,2129,36.2,26.0,8.583333333333334,277.5833333333333,1.6059999999999999,1.4028333333333336,2.1972500000000004,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,sentiger,GriffyJr,0-1,0:15:00.000,2056,31.3,B65,511535416,48,08:51:00,900+0,0:15:00.000,2138,43.4,48.11764705882353,70.375,149.8,1.133,6.88975,1.1781333333333337,[%emt 0.1] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Saili,YurijNone,0-1,0:15:00.000,2264,103.5,B01,511535105,96,07:39:00,900+0,0:15:00.000,1914,56.1,12.272727272727273,-70.3125,-415.0,1.2927187500000001,1.28384375,2.016129032258065,[%emt 21.407] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,blore,Slek,1-0,0:15:00.000,2061,40.6,C88,511534622,43,05:33:00,900+0,0:15:00.000,1976,20.7,45.266666666666666,-74.64285714285714,347.85714285714283,0.711857142857143,4.272428571428572,2.66,[%emt 3.142] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Achonk,kunde,1-0,0:15:00.000,2016,32.1,A00,511534548,45,05:24:00,900+0,0:15:00.000,1999,35.8,-88.875,44.46666666666667,170.85714285714286,1.860933333333333,1.5805333333333331,2.2904285714285715,[%emt 4.264] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,kunde,Achonk,1-0,0:15:00.000,2007,36.0,B21,511534517,119,05:11:00,900+0,0:15:00.000,2008,32.2,27.675,-133.43589743589743,508.59375,0.7709230769230769,1.3862051282051284,0.6321923076923077,[%emt 3.832] Black checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Achonk,kunde,0-1,0:15:00.000,2000,32.4,A00,511534474,76,05:01:00,900+0,0:15:00.000,2015,36.2,-121.61538461538461,4.92,-174.8235294117647,0.41128,1.7717600000000002,1.9887600000000005,[%emt 2.378] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,konozrout,SEPry,1-0,0:15:00.000,2224,41.8,B01,511534471,35,05:00:00,900+0,0:15:00.000,2320,45.2,81.66666666666667,-20.363636363636363,-31.045454545454547,1.6741818181818182,4.664363636363637,2.324272727272727,[%emt 16.193] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.29,?,kunde,Achonk,0-1,0:15:00.000,2007,36.4,B21,511534439,74,04:50:00,900+0,0:15:00.000,2008,32.5,16.28,-79.83333333333333,-328.8125,0.8301666666666666,1.1895,1.6538541666666666,[%emt 2.748] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,SEPry,konozrout,0-1,0:15:00.000,2314,45.6,A28,511534410,116,04:27:00,900+0,0:15:00.000,2230,42.1,-4.461538461538462,-42.68421052631579,-611.6052631578948,2.4566842105263156,3.4175000000000004,1.7949605263157893,[%emt 0.283] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Achonk,kunde,1-0,0:15:00.000,2016,32.6,A00,511534396,79,04:40:00,900+0,0:15:00.000,1999,36.6,27.666666666666668,303.0769230769231,542.9615384615385,1.2627692307692309,1.1254230769230769,0.9770769230769231,[%emt 2.759] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,kunde,Achonk,0-1,0:15:00.000,1990,36.8,B21,511534361,114,04:22:00,900+0,0:15:00.000,2025,32.8,31.256410256410255,-111.55263157894737,-168.97297297297297,0.7671315789473683,2.0993157894736845,1.2553513513513515,[%emt 6.895] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Achonk,kunde,0-1,0:15:00.000,2017,32.9,A00,511534301,120,04:08:00,900+0,0:15:00.000,1998,36.9,-136.1951219512195,-95.3,-243.13793103448276,0.7823749999999999,1.2911749999999997,0.9002051282051283,[%emt 1.002] White checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,kunde,Achonk,1-0,0:15:00.000,2006,37.1,B21,511534261,99,03:58:00,900+0,0:15:00.000,2009,33.0,100.11764705882354,489.969696969697,944.4107142857143,0.8047272727272728,1.7589090909090908,0.59984375,[%emt 3.714] Black checkmated,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,Achonk,kunde,1-0,0:15:00.000,2017,33.2,A00,511534224,75,03:49:00,900+0,0:15:00.000,1998,37.4,-95.57692307692308,-299.0,-193.20833333333334,0.70384,0.7563199999999999,1.7647916666666668,[%emt 13.309] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.29,?,exeComp,yazdaniam,1-0,0:15:00.000,1535,39.1,C41,511534079,23,03:04:00,900+5,0:15:00.000,2702,39.2,55.875,160.0,226.25,0.29442857142857143,0.39271428571428574,2.9207142857142854,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffySr,Indrayoga,0-1,0:15:00.000,2015,41.5,C47,511533481,56,23:35:00,900+0,0:15:00.000,2138,36.2,4.947368421052632,-92.83333333333333,-266.8636363636364,0.22944444444444448,4.3341666666666665,1.1250555555555557,[%emt 33.853] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,Geforce,kamenozrout,1-0,0:15:00.000,2199,52.1,C50,511533387,25,23:19:00,900+0,0:15:00.000,2372,64.7,21.88888888888889,-59.25,258.5,0.2415,2.525125,1.50125,[%emt 1.655] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.28,?,exeComp,Vodhiyyvyb,1-0,0:15:00.000,1487,188.9,B45,511532725,37,20:38:00,900+5,0:15:00.000,2702,39.0,64.92307692307692,152.33333333333334,437.0,0.42975,5.8785,3.9970833333333338,[%emt 29.574] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.28,?,GriffyJr,Betin,1-0,0:15:00.000,1974,29.8,A86,511532638,25,20:34:00,900+0,0:15:00.000,2046,31.1,59.0,23.375,189.125,0.187875,0.35125,0.365375,[%emt 0.1] Black resigns,,Yes
